Gene type	Gene Name	fr	rf	star
lncRNA	A1BG-AS1	11	11	12
lncRNA	A2M-AS1	6	6	6
lncRNA	AADACL2-AS1	3	3	9
lncRNA	AATBC	8	8	8
lncRNA	ABALON	0	0	0
lncRNA	ABCA9-AS1	0	0	1
lncRNA	ABCC5-AS1	0	0	0
lncRNA	ABHD11-AS1	0	0	0
lncRNA	ACBD3-AS1	1	1	0
lncRNA	ACBD7-DCLRE1CP1	0	0	0
lncRNA	ACOXL-AS1	1	1	0
lncRNA	ACTA2-AS1	32	32	32
lncRNA	ACTE1P	1	1	0
lncRNA	ACTN1-DT	0	0	2
lncRNA	ACTR3-AS1	51	50	63
lncRNA	ACVR2B-AS1	0	0	0
lncRNA	ADAM7-AS1	151	154	162
lncRNA	ADAM7-AS2	0	0	0
lncRNA	ADAMTS16-DT	0	0	0
lncRNA	ADAMTS19-AS1	0	0	0
lncRNA	ADAMTS9-AS1	0	0	0
lncRNA	ADAMTS9-AS2	20	24	43
lncRNA	ADAMTSL4-AS1	126	126	141
lncRNA	ADARB2-AS1	0	0	3
lncRNA	ADCY6-DT	2	2	2
lncRNA	ADD3-AS1	6	7	6
lncRNA	ADGB-DT	0	0	0
lncRNA	ADGRA1-AS1	0	0	0
lncRNA	ADGRB3-DT	6	6	6
lncRNA	ADGRD1-AS1	0	0	0
lncRNA	ADGRF5-AS1	0	0	0
lncRNA	ADGRL1-AS1	35	35	0
lncRNA	ADGRL3-AS1	13	12	16
lncRNA	ADIPOQ-AS1	1	1	0
lncRNA	ADIRF-AS1	15	12	0
lncRNA	ADNP-AS1	2	2	1
lncRNA	ADORA2A-AS1	19	19	27
lncRNA	ADPGK-AS1	0	0	0
lncRNA	AFAP1-AS1	11	11	11
lncRNA	AFDN-DT	0	0	0
lncRNA	AFF1-AS1	3	3	11
lncRNA	AFTPH-DT	0	0	0
lncRNA	AGAP11	10	8	9
lncRNA	AGAP1-IT1	0	0	0
lncRNA	AGAP2-AS1	0	0	0
lncRNA	AGBL1-AS1	4	2	3
lncRNA	AGBL4-AS1	7	10	1
lncRNA	AGBL4-IT1	8	8	10
lncRNA	AGBL5-AS1	0	0	1
lncRNA	AGPAT4-IT1	0	0	0
lncRNA	AHI1-DT	18	18	27
lncRNA	AIRN	0	0	0
lncRNA	AKAP17A_1	0	0	0
lncRNA	AKT3-IT1	0	0	0
lncRNA	ALDH1A2-AS1	0	0	3
lncRNA	ALDH1A3-AS1	17	17	16
lncRNA	ALDH1L1-AS1	3	3	3
lncRNA	ALDH1L1-AS2	0	0	1
lncRNA	ALG14-AS1	0	0	1
lncRNA	ALKBH3-AS1	0	0	0
lncRNA	ALMS1-IT1	2	5	0
lncRNA	ALOX12-AS1	47	47	69
lncRNA	ANKRD18DP	5	5	0
lncRNA	ANKRD20A4-ANKRD20A20P	20	20	40
lncRNA	ANKRD34C-AS1	3	3	2
lncRNA	ANKRD42-DT	3	3	3
lncRNA	ANKRD44-AS1	11	11	12
lncRNA	ANKRD44-IT1	580	562	586
lncRNA	ANKRD62P1-PARP4P3	8	8	8
lncRNA	ANO3-AS1	0	0	0
lncRNA	ANP32A-IT1	3	3	3
lncRNA	ANXA2R-AS1	12	12	8
lncRNA	ANXA2R-OT1	41	41	50
lncRNA	AOAH-IT1	30	30	30
lncRNA	AOX3P-AOX2P	0	0	0
lncRNA	AP1G2-AS1	14	14	14
lncRNA	AP4B1-AS1	23	20	15
lncRNA	APCDD1L-DT	8	8	10
lncRNA	APOA1-AS	15	16	12
lncRNA	APOBEC3B-AS1	2	2	0
lncRNA	APOC4-APOC2	0	0	0
lncRNA	APRG1	92	91	83
lncRNA	APTR	33	33	41
lncRNA	AQP4-AS1	4	4	7
lncRNA	AQP5-AS1	0	0	0
lncRNA	ARAP1-AS2	0	0	0
lncRNA	ARF4-AS1	1	1	1
lncRNA	ARFGEF1-DT	6	5	15
lncRNA	ARHGAP11A-DT	8	6	0
lncRNA	ARHGAP11B-DT	7	6	0
lncRNA	ARHGAP19-SLIT1	5	5	5
lncRNA	ARHGAP22-IT1	0	0	0
lncRNA	ARHGAP26-AS1	10	9	14
lncRNA	ARHGAP26-IT1	5	5	5
lncRNA	ARHGAP27P1-BPTFP1-KPNA2P3	76	81	64
lncRNA	ARHGAP28-AS1	0	0	0
lncRNA	ARHGAP31-AS1	0	0	0
lncRNA	ARHGAP42-AS1	0	0	0
lncRNA	ARHGAP44-AS1	0	0	2
lncRNA	ARHGAP5-AS1	3	3	3
lncRNA	ARHGEF17-AS1	0	0	1
lncRNA	ARHGEF26-AS1	12	12	16
lncRNA	ARHGEF35-AS1	73	38	11
lncRNA	ARHGEF38-IT1	0	0	0
lncRNA	ARHGEF3-AS1	0	0	3
lncRNA	ARHGEF7-AS1	0	0	0
lncRNA	ARHGEF7-AS2	0	0	2
lncRNA	ARHGEF9-IT1	0	0	0
lncRNA	ARIH2OS	8	6	8
lncRNA	ARL2-SNX15	37	37	88
lncRNA	ARLNC1	1	1	4
lncRNA	ARMC2-AS1	0	0	1
lncRNA	ARNTL2-AS1	0	1	3
lncRNA	ARRDC1-AS1	5	5	6
lncRNA	ARRDC3-AS1	22	22	26
lncRNA	ARSD-AS1	0	0	0
lncRNA	ASAH1-AS1	0	0	0
lncRNA	ASAP1-IT1	1	1	9
lncRNA	ASAP1-IT2	0	0	0
lncRNA	ASB15-AS1	1	2	0
lncRNA	ASB16-AS1	6	6	8
lncRNA	ASH1L-AS1	12	12	15
lncRNA	ASMTL_1	15	15	0
lncRNA	ASMTL-AS1	16	16	0
lncRNA	ASMTL-AS1_1	0	0	0
lncRNA	AS-PTPRE	2	2	2
lncRNA	ASTN2-AS1	4	4	8
lncRNA	ATE1-AS1	0	0	1
lncRNA	ATP11A-AS1	1	1	1
lncRNA	ATP11AUN	1	1	0
lncRNA	ATP13A3-DT	3	3	3
lncRNA	ATP13A4-AS1	0	0	0
lncRNA	ATP13A5-AS1	0	0	0
lncRNA	ATP1A1-AS1	6	6	44
lncRNA	ATP2A1-AS1	0	0	0
lncRNA	ATP2B1-AS1	13	13	14
lncRNA	ATP2B2-IT2	0	0	0
lncRNA	ATP2C2-AS1	5	5	5
lncRNA	ATP6AP1-DT	8	8	8
lncRNA	ATP6V0E2-AS1	0	0	0
lncRNA	ATP6V1B1-AS1	0	0	0
lncRNA	ATP6V1G2-DDX39B	1	16	1
lncRNA	ATP8B1-AS1	67	67	70
lncRNA	ATRIP-TREX1	2	2	1
lncRNA	ATXN1-AS1	0	0	0
lncRNA	ATXN2-AS	0	0	0
lncRNA	ATXN8OS	1	1	1
lncRNA	B3GALT1-AS1	2	2	2
lncRNA	B3GALT5-AS1	1	1	2
lncRNA	B3GAT1-DT	2	2	2
lncRNA	B4GALT1-AS1	15	15	16
lncRNA	B4GALT4-AS1	4	4	12
lncRNA	B4GAT1-DT	3	3	3
lncRNA	BAALC-AS1	1	1	1
lncRNA	BAALC-AS2	0	0	0
lncRNA	BABAM2-AS1	4	4	4
lncRNA	BACE1-AS	0	0	1
lncRNA	BACH1-IT2	0	0	0
lncRNA	BACH1-IT3	4	4	5
lncRNA	BAIAP2-DT	37	37	37
lncRNA	BALR6	15	15	24
lncRNA	BANCR	1	1	1
lncRNA	BARX1-DT	0	0	0
lncRNA	BASP1-AS1	6	7	6
lncRNA	BAZ1A-AS1	13	13	13
lncRNA	BAZ2B-AS1	7	7	8
lncRNA	BBOX1-AS1	13	13	14
lncRNA	BCAR3-AS1	0	0	0
lncRNA	BCAR4	2	0	0
lncRNA	BCDIN3D-AS1	0	0	2
lncRNA	BCL10-AS1	24	24	24
lncRNA	BCRP3	10	7	10
lncRNA	BCYRN1	19	5	24
lncRNA	BDNF-AS	64	40	66
lncRNA	BEAN1-AS1	3	3	3
lncRNA	BFSP2-AS1	18	19	19
lncRNA	BGLT3	0	0	0
lncRNA	BHLHE22-AS1	0	0	0
lncRNA	BHLHE40-AS1	15	13	11
lncRNA	BIN3-IT1	0	0	0
lncRNA	BIRC6-AS2	1	1	5
lncRNA	BISPR	8	8	9
lncRNA	BLACE	0	0	0
lncRNA	BLOC1S1-RDH5	4	4	4
lncRNA	BLOC1S5-TXNDC5	52	52	71
lncRNA	BMP7-AS1	3	3	3
