Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
lncRNA	A1BG-AS1	SGI75460103	1	A1BG-AS1	0.002339	A1BG-AS1	0.003264
lncRNA	A2M-AS1	SGI75460103	4	A2M-AS1	0.0	A2M-AS1	0.0
lncRNA	AADACL2-AS1	SGI75460103	16	AADACL2-AS1	0.002133	AADACL2-AS1	0.059724
lncRNA	AATBC	SGI75460103	36	AATBC	0.009799	AATBC	0.019598
lncRNA	ABALON	SGI75460103	39	ABALON	0.0	ABALON	4.128594
lncRNA	ABCA9-AS1	SGI75460103	56	ABCA9-AS1	0.00029	ABCA9-AS1	0.002398
lncRNA	ABCC5-AS1	SGI75460103	78	ABCC5-AS1	0.0	ABCC5-AS1	0.005849
lncRNA	ABHD11-AS1	SGI75460103	108	ABHD11-AS1	0.0	ABHD11-AS1	0.0
lncRNA	ACBD3-AS1	SGI75460103	179	ACBD3-AS1	0.0	ACBD3-AS1	0.043449
lncRNA	ACBD7-DCLRE1CP1	SGI75460103	184	ACBD7-DCLRE1CP1	0.011825	ACBD7-DCLRE1CP1	0.0
lncRNA	ACOXL-AS1	SGI75460103	222	ACOXL-AS1	0.002158	ACOXL-AS1	0.018584
lncRNA	ACTA2-AS1	SGI75460103	256	ACTA2-AS1	0.000619	ACTA2-AS1	0.0
lncRNA	ACTE1P	SGI75460103	273	ACTE1P	0.010096	ACTE1P	0.028198
lncRNA	ACTN1-DT	SGI75460103	306	ACTN1-DT	0.001274	ACTN1-DT	0.005542
lncRNA	ACTR3-AS1	SGI75460103	318	ACTR3-AS1	0.011203	ACTR3-AS1	0.436658
lncRNA	ACVR2B-AS1	SGI75460103	344	ACVR2B-AS1	0.0	ACVR2B-AS1	0.0
lncRNA	ADAM7-AS1	SGI75460103	386	ADAM7-AS1	0.001139	ADAM7-AS1	0.059619
lncRNA	ADAM7-AS2	SGI75460103	387	ADAM7-AS2	0.000241	ADAM7-AS2	0.001764
lncRNA	ADAMTS16-DT	SGI75460103	398	ADAMTS16-DT	0.0	ADAMTS16-DT	0.002706
lncRNA	ADAMTS19-AS1	SGI75460103	402	ADAMTS19-AS1	0.0	ADAMTS19-AS1	0.0
lncRNA	ADAMTS9-AS1	SGI75460103	415	ADAMTS9-AS1	0.000812	ADAMTS9-AS1	0.015229
lncRNA	ADAMTS9-AS2	SGI75460103	416	ADAMTS9-AS2	0.014762	ADAMTS9-AS2	0.320902
lncRNA	ADAMTSL4-AS1	SGI75460103	421	ADAMTSL4-AS1	0.005823	ADAMTSL4-AS1	0.038284
lncRNA	ADARB2-AS1	SGI75460103	428	ADARB2-AS1	0.00199	ADARB2-AS1	0.0
lncRNA	ADCY6-DT	SGI75460103	443	ADCY6-DT	0.0	ADCY6-DT	0.007972
lncRNA	ADD3-AS1	SGI75460103	452	ADD3-AS1	0.000263	ADD3-AS1	0.082573
lncRNA	ADGB-DT	SGI75460103	454	ADGB-DT	0.0	ADGB-DT	0.0
lncRNA	ADGRA1-AS1	SGI75460103	456	ADGRA1-AS1	0.0	ADGRA1-AS1	0.0
lncRNA	ADGRB3-DT	SGI75460103	463	ADGRB3-DT	0.0	ADGRB3-DT	0.0
lncRNA	ADGRD1-AS1	SGI75460103	465	ADGRD1-AS1	0.0	ADGRD1-AS1	0.003652
lncRNA	ADGRF5-AS1	SGI75460103	477	ADGRF5-AS1	0.0	ADGRF5-AS1	0.0
lncRNA	ADGRL1-AS1	SGI75460103	488	ADGRL1-AS1	0.011558	ADGRL1-AS1	0.0
lncRNA	ADGRL3-AS1	SGI75460103	491	ADGRL3-AS1	0.004562	ADGRL3-AS1	0.144243
lncRNA	ADIPOQ-AS1	SGI75460103	512	ADIPOQ-AS1	0.001384	ADIPOQ-AS1	0.017638
lncRNA	ADIRF-AS1	SGI75460103	518	ADIRF-AS1	0.010837	ADIRF-AS1	0.004111
lncRNA	ADNP-AS1	SGI75460103	524	ADNP-AS1	0.000929	ADNP-AS1	0.061369
lncRNA	ADORA2A-AS1	SGI75460103	529	ADORA2A-AS1	0.002831	ADORA2A-AS1	0.0996
lncRNA	ADPGK-AS1	SGI75460103	534	ADPGK-AS1	0.001126	ADPGK-AS1	0.034896
lncRNA	AFAP1-AS1	SGI75460103	557	AFAP1-AS1	0.002134	AFAP1-AS1	0.020237
lncRNA	AFDN-DT	SGI75460103	561	AFDN-DT	0.0	AFDN-DT	0.011427
lncRNA	AFF1-AS1	SGI75460103	563	AFF1-AS1	0.000425	AFF1-AS1	0.024759
lncRNA	AFTPH-DT	SGI75460103	575	AFTPH-DT	0.000956	AFTPH-DT	0.051257
lncRNA	AGAP1-IT1	SGI75460103	578	AGAP1-IT1	0.005072	AGAP1-IT1	0.008023
lncRNA	AGAP11	SGI75460103	580	AGAP11	0.008835	AGAP11	0.046375
lncRNA	AGAP2-AS1	SGI75460103	585	AGAP2-AS1	0.017581	AGAP2-AS1	0.147557
lncRNA	AGBL1-AS1	SGI75460103	593	AGBL1-AS1	0.003701	AGBL1-AS1	0.00165
lncRNA	AGBL4-AS1	SGI75460103	597	AGBL4-AS1	0.00104	AGBL4-AS1	0.006768
lncRNA	AGBL4-IT1	SGI75460103	598	AGBL4-IT1	0.002098	AGBL4-IT1	0.12371
lncRNA	AGBL5-AS1	SGI75460103	600	AGBL5-AS1	0.0	AGBL5-AS1	0.018025
lncRNA	AGPAT4-IT1	SGI75460103	629	AGPAT4-IT1	0.0	AGPAT4-IT1	0.0
lncRNA	AHI1-DT	SGI75460103	659	AHI1-DT	0.00135	AHI1-DT	0.034225
lncRNA	AIRN	SGI75460103	689	AIRN	0.0	AIRN	0.0
lncRNA	AKAP17A_1	SGI75460103	723	AKAP17A_1	0.0	AKAP17A_1	0.0
lncRNA	AKT3-IT1	SGI75460103	775	AKT3-IT1	0.015481	AKT3-IT1	0.0
lncRNA	ALDH1A2-AS1	SGI75460103	786	ALDH1A2-AS1	0.0	ALDH1A2-AS1	0.076345
lncRNA	ALDH1A3-AS1	SGI75460103	788	ALDH1A3-AS1	0.003133	ALDH1A3-AS1	0.048889
lncRNA	ALDH1L1-AS1	SGI75460103	791	ALDH1L1-AS1	0.0	ALDH1L1-AS1	0.0
lncRNA	ALDH1L1-AS2	SGI75460103	792	ALDH1L1-AS2	0.000618	ALDH1L1-AS2	0.028622
lncRNA	ALG14-AS1	SGI75460103	821	ALG14-AS1	0.0	ALG14-AS1	0.014496
lncRNA	ALKBH3-AS1	SGI75460103	848	ALKBH3-AS1	0.0	ALKBH3-AS1	0.0171
lncRNA	ALMS1-IT1	SGI75460103	856	ALMS1-IT1	0.001927	ALMS1-IT1	0.0
lncRNA	ALOX12-AS1	SGI75460103	859	ALOX12-AS1	0.006305	ALOX12-AS1	0.730447
lncRNA	ANKRD18DP	SGI75460103	1001	ANKRD18DP	0.001522	ANKRD18DP	0.0
lncRNA	ANKRD20A4-ANKRD20A20P	SGI75460103	1013	ANKRD20A4-ANKRD20A20P	0.003706	ANKRD20A4-ANKRD20A20P	0.007638
lncRNA	ANKRD34C-AS1	SGI75460103	1042	ANKRD34C-AS1	0.005021	ANKRD34C-AS1	0.163496
lncRNA	ANKRD42-DT	SGI75460103	1055	ANKRD42-DT	0.001022	ANKRD42-DT	0.190509
lncRNA	ANKRD44-AS1	SGI75460103	1057	ANKRD44-AS1	0.0	ANKRD44-AS1	0.0
lncRNA	ANKRD44-IT1	SGI75460103	1058	ANKRD44-IT1	0.006662	ANKRD44-IT1	0.062903
lncRNA	ANKRD62P1-PARP4P3	SGI75460103	1077	ANKRD62P1-PARP4P3	0.000324	ANKRD62P1-PARP4P3	0.000854
lncRNA	ANO3-AS1	SGI75460103	1095	ANO3-AS1	0.0	ANO3-AS1	0.0
lncRNA	ANP32A-IT1	SGI75460103	1105	ANP32A-IT1	0.022573	ANP32A-IT1	0.012789
lncRNA	ANXA2R-AS1	SGI75460103	1129	ANXA2R-AS1	0.0	ANXA2R-AS1	0.0
lncRNA	ANXA2R-OT1	SGI75460103	1130	ANXA2R-OT1	0.011674	ANXA2R-OT1	0.261308
lncRNA	AOAH-IT1	SGI75460103	1140	AOAH-IT1	0.0	AOAH-IT1	0.0
lncRNA	AOX3P-AOX2P	SGI75460103	1149	AOX3P-AOX2P	0.0	AOX3P-AOX2P	0.192359
lncRNA	AP1G2-AS1	SGI75460103	1156	AP1G2-AS1	0.0	AP1G2-AS1	0.033398
lncRNA	AP4B1-AS1	SGI75460103	1178	AP4B1-AS1	0.013365	AP4B1-AS1	0.430182
lncRNA	APCDD1L-DT	SGI75460103	1198	APCDD1L-DT	0.009598	APCDD1L-DT	0.047869
lncRNA	APOA1-AS	SGI75460103	1217	APOA1-AS	0.000529	APOA1-AS	0.02496
lncRNA	APOBEC3B-AS1	SGI75460103	1227	APOBEC3B-AS1	0.022671	APOBEC3B-AS1	0.0
lncRNA	APOC4-APOC2	SGI75460103	1240	APOC4-APOC2	0.0	APOC4-APOC2	0.0
lncRNA	APRG1	SGI75460103	1265	APRG1	0.01707	APRG1	0.030901
lncRNA	APTR	SGI75460103	1267	APTR	0.007245	APTR	0.413219
lncRNA	AQP4-AS1	SGI75460103	1277	AQP4-AS1	0.001183	AQP4-AS1	0.030972
lncRNA	AQP5-AS1	SGI75460103	1279	AQP5-AS1	0.0	AQP5-AS1	0.019455
lncRNA	ARAP1-AS2	SGI75460103	1297	ARAP1-AS2	0.0	ARAP1-AS2	0.0
lncRNA	ARF4-AS1	SGI75460103	1311	ARF4-AS1	0.0	ARF4-AS1	0.03099
lncRNA	ARFGEF1-DT	SGI75460103	1323	ARFGEF1-DT	0.00164	ARFGEF1-DT	0.162802
lncRNA	ARHGAP11A-DT	SGI75460103	1338	ARHGAP11A-DT	0.00027	ARHGAP11A-DT	0.000753
lncRNA	ARHGAP11B-DT	SGI75460103	1341	ARHGAP11B-DT	0.004968	ARHGAP11B-DT	0.010094
lncRNA	ARHGAP19-SLIT1	SGI75460103	1348	ARHGAP19-SLIT1	0.0	ARHGAP19-SLIT1	0.0
lncRNA	ARHGAP22-IT1	SGI75460103	1352	ARHGAP22-IT1	0.0	ARHGAP22-IT1	0.0
lncRNA	ARHGAP26-AS1	SGI75460103	1358	ARHGAP26-AS1	0.027993	ARHGAP26-AS1	2.938524
lncRNA	ARHGAP26-IT1	SGI75460103	1359	ARHGAP26-IT1	0.0	ARHGAP26-IT1	0.0
lncRNA	ARHGAP27P1-BPTFP1-KPNA2P3	SGI75460103	1362	ARHGAP27P1-BPTFP1-KPNA2P3	0.002064	ARHGAP27P1-BPTFP1-KPNA2P3	0.145528
lncRNA	ARHGAP28-AS1	SGI75460103	1365	ARHGAP28-AS1	0.0	ARHGAP28-AS1	0.0
lncRNA	ARHGAP31-AS1	SGI75460103	1369	ARHGAP31-AS1	0.0	ARHGAP31-AS1	0.001721
lncRNA	ARHGAP42-AS1	SGI75460103	1378	ARHGAP42-AS1	0.0	ARHGAP42-AS1	0.0
lncRNA	ARHGAP44-AS1	SGI75460103	1384	ARHGAP44-AS1	0.011333	ARHGAP44-AS1	0.255436
lncRNA	ARHGAP5-AS1	SGI75460103	1387	ARHGAP5-AS1	0.001761	ARHGAP5-AS1	0.005459
lncRNA	ARHGEF17-AS1	SGI75460103	1402	ARHGEF17-AS1	0.0	ARHGEF17-AS1	0.005352
lncRNA	ARHGEF26-AS1	SGI75460103	1408	ARHGEF26-AS1	0.001605	ARHGEF26-AS1	0.017928
lncRNA	ARHGEF3-AS1	SGI75460103	1411	ARHGEF3-AS1	0.0	ARHGEF3-AS1	0.025087
lncRNA	ARHGEF35-AS1	SGI75460103	1415	ARHGEF35-AS1	0.005094	ARHGEF35-AS1	0.002375
lncRNA	ARHGEF38-IT1	SGI75460103	1418	ARHGEF38-IT1	0.0	ARHGEF38-IT1	0.0
lncRNA	ARHGEF7-AS1	SGI75460103	1425	ARHGEF7-AS1	0.0	ARHGEF7-AS1	0.027355
lncRNA	ARHGEF7-AS2	SGI75460103	1426	ARHGEF7-AS2	0.010068	ARHGEF7-AS2	0.017481
lncRNA	ARHGEF9-IT1	SGI75460103	1428	ARHGEF9-IT1	0.0	ARHGEF9-IT1	0.00327
lncRNA	ARIH2OS	SGI75460103	1442	ARIH2OS	0.0	ARIH2OS	0.0
lncRNA	ARL2-SNX15	SGI75460103	1457	ARL2-SNX15	0.011929	ARL2-SNX15	0.247162
lncRNA	ARLNC1	SGI75460103	1495	ARLNC1	0.001005	ARLNC1	0.289312
lncRNA	ARMC2-AS1	SGI75460103	1501	ARMC2-AS1	0.003758	ARMC2-AS1	0.023657
lncRNA	ARNTL2-AS1	SGI75460103	1527	ARNTL2-AS1	0.007006	ARNTL2-AS1	0.032243
lncRNA	ARRDC1-AS1	SGI75460103	1552	ARRDC1-AS1	0.040927	ARRDC1-AS1	0.099422
lncRNA	ARRDC3-AS1	SGI75460103	1555	ARRDC3-AS1	0.008288	ARRDC3-AS1	0.212299
lncRNA	ARSD-AS1	SGI75460103	1561	ARSD-AS1	0.0	ARSD-AS1	0.052112
lncRNA	AS-PTPRE	SGI75460103	1582	AS-PTPRE	0.0	AS-PTPRE	0.180463
lncRNA	ASAH1-AS1	SGI75460103	1585	ASAH1-AS1	0.007852	ASAH1-AS1	0.344667
lncRNA	ASAP1-IT1	SGI75460103	1589	ASAP1-IT1	0.005979	ASAP1-IT1	9.718695
lncRNA	ASAP1-IT2	SGI75460103	1590	ASAP1-IT2	0.0	ASAP1-IT2	0.0
lncRNA	ASB15-AS1	SGI75460103	1600	ASB15-AS1	0.000313	ASB15-AS1	0.010148
lncRNA	ASB16-AS1	SGI75460103	1602	ASB16-AS1	0.057345	ASB16-AS1	0.875712
lncRNA	ASH1L-AS1	SGI75460103	1628	ASH1L-AS1	0.121033	ASH1L-AS1	0.43947
lncRNA	ASMTL-AS1	SGI75460103	1643	ASMTL-AS1	0.002653	ASMTL-AS1	0.0
lncRNA	ASMTL-AS1_1	SGI75460103	1644	ASMTL-AS1_1	0.003051	ASMTL-AS1_1	0.0
lncRNA	ASMTL_1	SGI75460103	1645	ASMTL_1	0.0	ASMTL_1	0.0
lncRNA	ASTN2-AS1	SGI75460103	1684	ASTN2-AS1	0.003279	ASTN2-AS1	0.0
lncRNA	ATE1-AS1	SGI75460103	1699	ATE1-AS1	0.000994	ATE1-AS1	0.012492
