Gene type	Gene Name	fr	rf	star
pseudo	A2MP1	0.0	0.0	0.004405
pseudo	AA06	0.0	0.0	0.0
pseudo	AACSP1	0.0	0.0	0.000343
pseudo	AADACP1	0.0	0.0	0.009928
pseudo	AARS1P1	0.0	0.0	0.0
pseudo	AARSD1P1	0.0	0.0	0.0
pseudo	ABCA11P	0.021401	0.020756	0.020394
pseudo	ABCA17P	0.000819	0.000792	0.001161
pseudo	ABCA3P1	0.00393	0.003949	0.0
pseudo	ABCB10P1	0.004154	0.003356	0.0
pseudo	ABCB10P3	0.00664	0.005363	0.0
pseudo	ABCB10P4	0.0	0.009845	0.0
pseudo	ABCC13	0.014532	0.015443	0.24071
pseudo	ABCC6P1	0.000273	0.000707	0.0
pseudo	ABCC6P2	0.0	0.0	0.0
pseudo	ABCD1P1	0.0	0.0	0.0
pseudo	ABCD1P2	0.0	0.0	0.0
pseudo	ABCD1P3	0.0	0.0	0.0
pseudo	ABCD1P4	0.0	0.0	0.0
pseudo	ABCD1P5	0.0	0.0	0.0
pseudo	ABCF2P1	0.004658	0.00468	0.0
pseudo	ABCF2P2	0.0	0.0	0.0
pseudo	ABHD17AP1	0.010629	0.00534	0.0
pseudo	ABHD17AP3	0.010241	0.01029	0.009173
pseudo	ABHD17AP4	0.0	0.0	0.0
pseudo	ABHD17AP5	0.0	0.0	0.0
pseudo	ABHD17AP6	0.008747	0.0	0.0
pseudo	ABHD17AP7	0.0	0.0	0.0
pseudo	ABHD17AP8	0.0	0.0	0.0
pseudo	ABHD17AP9	0.0	0.0	0.0
pseudo	ABI1P1	0.016073	0.0	0.0
pseudo	ABITRAMP1	0.0	0.0	0.0
pseudo	ABT1P1	0.0	0.0	0.0
pseudo	ACAA2P1	0.0	0.0	0.0
pseudo	ACE3P	0.000419	0.0	0.0
pseudo	ACER2P1	0.0	0.0	0.0
pseudo	ACKR4P1	0.031534	0.031685	0.0
pseudo	ACNATP	0.0	0.0	0.0
pseudo	ACRP1	0.0	0.0	0.0
pseudo	ACSM5P1	0.0	0.0	0.008991
pseudo	ACTBP1	0.0	0.0	0.016848
pseudo	ACTBP10	0.000158	0.000158	0.0
pseudo	ACTBP11	0.0	0.0	0.003053
pseudo	ACTBP12	0.0	0.0	0.0
pseudo	ACTBP14	0.0	0.0	0.0
pseudo	ACTBP15	0.0	0.0	0.0
