Gene Name	fr	rf	star
A1BG	0.086352028	0.087945287	0.088794814
A1BG-AS1	0	0	0
A1CF	1.03622433	1.055343441	1.065537765
A2M	20.7244866	21.10686883	22.10990862
A2M-AS1	0	0	0
A2ML1	0	0	0
A2MP1	4.231249348	4.133428478	27.26000782
A3GALT2	0.949872303	0.791507581	4.350945873
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0.088794814
AAAS	2.245152715	2.022741596	1.953485902
AACS	0.431760138	0.439726434	0.443974069
AACSP1	7.685330448	7.739185236	8.435507306
AADAC	0.172704055	0.175890574	0.177589627
AADACL2	0	0	0
AADACL2-AS1	5.526529761	5.628498354	27.52639226
AADACL3	5.526529761	5.540553067	2.84143404
AADACL4	0	0	0
AADACP1	0	0	0.177589627
AADAT	0	0	0
AAGAB	4.317601376	4.397264339	6.570816217
AAK1	8.980610861	9.058364538	5.771662893
AAMDC	0	0	0
AAMP	9.498723026	9.673981545	7.103585099
AANAT	111.0487074	108.5244839	95.27683515
AAR2	0	0	0
AARD	0.086352028	0.087945287	0.532768882
AARS1	1.122576358	1.143288728	1.42071702
AARS1P1	0	0	0
AARS2	0.172704055	0.175890574	1.331922206
AARSD1	0.863520275	0.879452868	0.443974069
AARSD1P1	0	0	0
AASDH	5.785585843	5.892334214	5.949252521
AASDHPPT	8.289794641	8.44274753	9.589839884
AASS	0	0	0
AATBC	0.431760138	0.439726434	0.443974069
AATF	3.626785155	3.693702045	3.729382177
AATK	4.576657458	4.661100199	4.883714756
ABALON	0	0	0.088794814
ABAT	4.749361513	4.836990773	5.238894011
ABCA1	2.676912853	2.72630389	7.458764354
ABCA10	4.317601376	4.221373765	3.55179255
ABCA11P	0	0	0
ABCA12	1.03622433	1.055343441	1.065537765
ABCA13	0.777168248	0.791507581	0.799153324
ABCA17P	2.331504743	2.374522743	3.374202922
ABCA2	0	0	0
ABCA3	4.144897321	4.221373765	16.42704054
ABCA3P1	0	0	0
ABCA4	0.086352028	0.087945287	0.088794814
ABCA5	1.72704055	1.670960449	4.97250957
ABCA6	2.245152715	2.286577456	2.308665157
ABCA7	1.813392578	1.846851022	1.953485902
ABCA8	0.172704055	0.175890574	7.281174727
ABCA9	0	0	0
ABCA9-AS1	0	0	0.177589627
ABCB1	7.944386531	8.706583391	11.6321206
ABCB10	17.78851767	17.9408385	19.17967977
ABCB10P1	0.086352028	0.087945287	0
ABCB10P3	0	0	0
ABCB10P4	0.086352028	0.087945287	0
ABCB11	0	0	0
ABCB4	1.295280413	1.319179302	1.331922206
ABCB5	13.12550818	13.36768359	21.13316567
ABCB6	5.871937871	4.924936059	3.640587363
ABCB7	5.267473678	5.71644364	9.678634698
ABCB8	1.295280413	1.319179302	1.509511834
ABCB9	0	0	0
ABCC1	0	0	0
ABCC10	0.949872303	0.967398155	1.154332579
ABCC11	0	0	0
ABCC12	2.590560825	2.638358603	1.42071702
ABCC13	26.51007245	26.99920304	16.07186129
ABCC2	2.849616908	2.902194464	2.930228854
ABCC3	26.07831231	26.38358603	52.83291418
ABCC4	38.34030021	39.04770733	39.15851286
ABCC5	3.022320963	3.078085037	3.107818481
ABCC5-AS1	0.086352028	0.087945287	0
ABCC6	0	0	0
ABCC6P1	0.949872303	0.967398155	6.482021403
ABCC6P2	0	0	0
ABCC8	3.367729073	3.429866184	4.26215106
ABCC9	0.172704055	0.175890574	0
ABCD1	0.518112165	0.527671721	0.621563696
ABCD1P1	0	0	0.177589627
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0.086352028	0.087945287	0
ABCD1P5	0.172704055	0.175890574	0.177589627
ABCD2	2.331504743	2.374522743	2.397459971
ABCD3	4.663009486	4.749045486	11.0105569
ABCD4	0.086352028	0.087945287	0.088794814
ABCE1	18.47933389	18.6444008	18.82450051
