Gene type	Gene Name	fr	rf	star
protein_coding	A1BG	113	113	128
protein_coding	A1CF	3	3	3
protein_coding	A2M	380	380	392
protein_coding	A2ML1	0	0	0
protein_coding	A3GALT2	4	4	0
protein_coding	A4GALT	0	0	0
protein_coding	A4GNT	0	0	0
protein_coding	AAAS	44	44	3
protein_coding	AACS	4	4	3
protein_coding	AADAC	14	14	14
protein_coding	AADACL2	39	39	24
protein_coding	AADACL3	1	1	0
protein_coding	AADACL4	0	0	0
protein_coding	AADAT	0	0	0
protein_coding	AAGAB	78	78	78
protein_coding	AAK1	232	230	372
protein_coding	AAMDC	8	8	8
protein_coding	AAMP	28	28	20
protein_coding	AANAT	0	0	5
protein_coding	AAR2	95	95	93
protein_coding	AARD	0	0	1
protein_coding	AARS1	27	27	26
protein_coding	AARS2	7	7	3
protein_coding	AARSD1	6	5	2
protein_coding	AASDH	4	4	2
protein_coding	AASDHPPT	197	197	190
protein_coding	AASS	0	0	0
protein_coding	AATF	1	1	150
protein_coding	AATK	11	14	6
protein_coding	ABAT	49	49	48
protein_coding	ABCA1	12	13	32
protein_coding	ABCA10	22	21	19
protein_coding	ABCA12	6	6	6
protein_coding	ABCA13	40	40	39
protein_coding	ABCA2	0	0	0
protein_coding	ABCA3	10	10	8
protein_coding	ABCA4	0	0	0
protein_coding	ABCA5	160	154	130
protein_coding	ABCA6	40	40	49
protein_coding	ABCA7	181	181	187
protein_coding	ABCA8	3	3	3
protein_coding	ABCA9	0	0	0
protein_coding	ABCB1	206	206	190
protein_coding	ABCB10	366	375	368
protein_coding	ABCB11	0	0	0
protein_coding	ABCB4	13	13	12
protein_coding	ABCB5	95	101	63
protein_coding	ABCB6	29	30	33
protein_coding	ABCB7	147	148	207
protein_coding	ABCB8	2	2	3
protein_coding	ABCB9	0	0	0
protein_coding	ABCC1	0	0	21
protein_coding	ABCC10	0	0	0
protein_coding	ABCC11	2	2	0
protein_coding	ABCC12	38	38	13
protein_coding	ABCC2	0	0	0
protein_coding	ABCC3	18	18	10
protein_coding	ABCC4	385	385	402
protein_coding	ABCC5	26	26	29
protein_coding	ABCC6	0	0	0
protein_coding	ABCC8	29	26	27
protein_coding	ABCC9	32	32	32
protein_coding	ABCD1	2	2	3
protein_coding	ABCD2	61	61	61
protein_coding	ABCD3	66	66	70
protein_coding	ABCD4	6	6	6
protein_coding	ABCE1	188	163	436
protein_coding	ABCF1	32	32	142
protein_coding	ABCF2	12	12	15
protein_coding	ABCF2-H2BK1	12	12	14
protein_coding	ABCF3	37	37	38
protein_coding	ABCG1	14	14	14
protein_coding	ABCG2	133	133	145
protein_coding	ABCG4	0	0	0
protein_coding	ABCG5	0	0	0
protein_coding	ABCG8	32	32	28
protein_coding	ABHD1	0	0	0
protein_coding	ABHD10	132	133	56
protein_coding	ABHD11	17	17	16
protein_coding	ABHD12	0	0	0
protein_coding	ABHD12B	0	0	0
protein_coding	ABHD13	59	59	59
protein_coding	ABHD14A	0	0	0
protein_coding	ABHD14A-ACY1	0	0	0
protein_coding	ABHD14B	50	50	106
protein_coding	ABHD15	2	2	0
protein_coding	ABHD16A	4	4	30
protein_coding	ABHD16B	0	0	0
protein_coding	ABHD17A	139	142	100
protein_coding	ABHD17B	50	50	17
protein_coding	ABHD17C	53	53	46
protein_coding	ABHD18	162	162	172
protein_coding	ABHD2	172	172	186
protein_coding	ABHD3	37	37	37
protein_coding	ABHD4	15	15	11
protein_coding	ABHD5	95	95	95
protein_coding	ABHD6	0	0	0
protein_coding	ABHD8	29	29	27
protein_coding	ABI1	592	592	610
protein_coding	ABI2	236	236	231
protein_coding	ABI3	282	282	290
protein_coding	ABI3BP	89	89	26
protein_coding	ABITRAM	96	96	112
protein_coding	ABL1	109	107	100
protein_coding	ABL2	25	25	21
protein_coding	ABLIM1	302	301	367
protein_coding	ABLIM2	40	40	39
protein_coding	ABLIM3	879	879	896
protein_coding	ABO	24	24	1
protein_coding	ABR	22	40	155
protein_coding	ABRA	1	1	0
protein_coding	ABRACL	267	267	259
protein_coding	ABRAXAS1	150	150	158
protein_coding	ABRAXAS2	203	203	212
protein_coding	ABT1	40	46	0
protein_coding	ABTB1	124	124	125
protein_coding	ABTB2	84	82	71
protein_coding	ACAA1	149	149	162
protein_coding	ACAA2	198	198	192
protein_coding	ACACA	25	25	27
protein_coding	ACACB	28	28	28
protein_coding	ACAD10	30	28	19
protein_coding	ACAD11	303	304	294
protein_coding	ACAD8	6	6	0
protein_coding	ACAD9	70	70	71
protein_coding	ACADL	4	4	0
protein_coding	ACADM	67	67	37
protein_coding	ACADS	68	67	71
protein_coding	ACADSB	90	90	91
protein_coding	ACADVL	23	23	22
protein_coding	ACAN	0	0	0
protein_coding	ACAP1	0	0	58
protein_coding	ACAP2	922	922	924
protein_coding	ACAP3	0	0	0
protein_coding	ACAT1	131	134	226
protein_coding	ACAT2	59	59	61
protein_coding	ACBD3	253	253	277
protein_coding	ACBD4	44	44	45
protein_coding	ACBD5	91	91	96
protein_coding	ACBD6	133	133	102
protein_coding	ACBD7	3	3	4
protein_coding	ACCS	0	0	0
protein_coding	ACCSL	0	0	0
protein_coding	ACD	39	39	40
protein_coding	ACE	32	32	34
protein_coding	ACE2	25	26	18
protein_coding	ACER1	0	0	0
protein_coding	ACER2	3	10	18
protein_coding	ACER3	88	88	88
protein_coding	ACHE	31	31	35
protein_coding	ACIN1	229	229	231
protein_coding	ACKR1	188	188	200
protein_coding	ACKR2	135	132	127
protein_coding	ACKR3	0	0	0
protein_coding	ACKR4	8	8	8
protein_coding	ACLY	376	376	405
protein_coding	ACMSD	0	0	0
protein_coding	ACO1	33	33	21
protein_coding	ACO2	45	45	58
protein_coding	ACOD1	0	0	0
protein_coding	ACOT1	0	0	0
protein_coding	ACOT11	35	36	15
protein_coding	ACOT12	19	19	14
protein_coding	ACOT13	129	132	59
protein_coding	ACOT2	1	2	0
protein_coding	ACOT4	11	11	11
protein_coding	ACOT6	30	30	32
protein_coding	ACOT7	64	64	64
protein_coding	ACOT8	0	0	0
protein_coding	ACOT9	34	33	30
protein_coding	ACOX1	105	105	111
protein_coding	ACOX2	0	0	0
protein_coding	ACOX3	3	3	3
protein_coding	ACOXL	1	0	0
protein_coding	ACP1	525	525	516
protein_coding	ACP2	35	35	35
protein_coding	ACP3	16	16	16
protein_coding	ACP4	0	0	0
protein_coding	ACP5	46	46	57
protein_coding	ACP6	20	20	22
protein_coding	ACP7	0	0	0
protein_coding	ACR	0	0	0
protein_coding	ACRBP	179	179	185
protein_coding	ACRV1	0	0	0
protein_coding	ACSBG1	0	0	1
protein_coding	ACSBG2	0	0	0
protein_coding	ACSF2	1	1	0
protein_coding	ACSF3	0	0	0
protein_coding	ACSL1	270	270	273
protein_coding	ACSL3	55	54	30
protein_coding	ACSL4	611	611	573
protein_coding	ACSL5	48	39	48
protein_coding	ACSL6	360	361	535
protein_coding	ACSM1	0	0	0
protein_coding	ACSM2A	33	33	21
protein_coding	ACSM2B	69	69	45
protein_coding	ACSM3	31	31	40
protein_coding	ACSM4	27	27	22
protein_coding	ACSM5	81	82	68
protein_coding	ACSM6	0	0	0
protein_coding	ACSS1	37	37	37
protein_coding	ACSS2	35	35	36
protein_coding	ACSS3	4	4	0
protein_coding	ACTA1	0	0	2
protein_coding	ACTA2	31	32	29
protein_coding	ACTB	20194	20210	20286
protein_coding	ACTBL2	0	0	0
