		Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
SGI75460103	0	A1BG	0.001095	A1BG	0.065363
SGI75460103	1	A1BG-AS1	0.002339	A1BG-AS1	0.003264
SGI75460103	2	A1CF	0.020488	A1CF	0.030581
SGI75460103	3	A2M	0.704805	A2M	0.765067
SGI75460103	4	A2M-AS1	0.0	A2M-AS1	0.0
SGI75460103	5	A2ML1	0.0	A2ML1	0.0
SGI75460103	6	A2MP1	0.000118	A2MP1	1.179249
SGI75460103	7	A3GALT2	0.005439	A3GALT2	0.076483
SGI75460103	8	A4GALT	0.0	A4GALT	0.015685
SGI75460103	9	A4GNT	0.0	A4GNT	0.0
SGI75460103	10	AA06	0.0	AA06	0.000782
SGI75460103	11	AAAS	0.02514	AAAS	0.033668
SGI75460103	12	AACS	0.017319	AACS	0.0
SGI75460103	13	AACSP1	0.016766	AACSP1	0.093775
SGI75460103	14	AADAC	0.012748	AADAC	0.0
SGI75460103	15	AADACL2	0.0	AADACL2	0.0
SGI75460103	16	AADACL2-AS1	0.002133	AADACL2-AS1	0.059724
SGI75460103	17	AADACL3	0.002957	AADACL3	0.054359
SGI75460103	18	AADACL4	0.0	AADACL4	0.0
SGI75460103	19	AADACP1	0.0	AADACP1	0.0
SGI75460103	20	AADAT	0.0	AADAT	0.0
SGI75460103	21	AAGAB	0.223782	AAGAB	0.507656
SGI75460103	22	AAK1	0.024128	AAK1	0.1876
SGI75460103	23	AAMDC	0.0	AAMDC	0.0
SGI75460103	24	AAMP	0.267791	AAMP	0.295633
SGI75460103	25	AANAT	0.011085	AANAT	1.399481
SGI75460103	26	AAR2	0.0	AAR2	0.0
SGI75460103	27	AARD	0.000898	AARD	0.018929
SGI75460103	28	AARS1	0.062292	AARS1	0.0
SGI75460103	29	AARS1P1	0.0	AARS1P1	0.0
SGI75460103	30	AARS2	0.006347	AARS2	0.069236
SGI75460103	31	AARSD1	0.007689	AARSD1	0.001069
SGI75460103	32	AARSD1P1	0.0	AARSD1P1	0.0
SGI75460103	33	AASDH	0.250543	AASDH	0.305897
SGI75460103	34	AASDHPPT	0.063629	AASDHPPT	0.025252
SGI75460103	35	AASS	0.0	AASS	0.0
SGI75460103	36	AATBC	0.009799	AATBC	0.019598
SGI75460103	37	AATF	0.27954	AATF	0.361209
SGI75460103	38	AATK	0.015579	AATK	0.15837
SGI75460103	39	ABALON	0.0	ABALON	4.128594
SGI75460103	40	ABAT	0.13543	ABAT	0.246223
SGI75460103	41	ABCA1	0.002858	ABCA1	0.114719
SGI75460103	42	ABCA10	0.00174	ABCA10	0.055783
SGI75460103	43	ABCA11P	0.0	ABCA11P	0.0
SGI75460103	44	ABCA12	0.019282	ABCA12	0.0
SGI75460103	45	ABCA13	0.006791	ABCA13	0.0
SGI75460103	46	ABCA17P	0.003979	ABCA17P	0.027748
SGI75460103	47	ABCA2	0.0	ABCA2	0.0
SGI75460103	48	ABCA3	0.004984	ABCA3	0.512381
SGI75460103	49	ABCA3P1	0.0	ABCA3P1	0.0
SGI75460103	50	ABCA4	0.001462	ABCA4	0.0
SGI75460103	51	ABCA5	0.002141	ABCA5	0.07
SGI75460103	52	ABCA6	0.065813	ABCA6	0.099635
SGI75460103	53	ABCA7	0.043386	ABCA7	0.0
SGI75460103	54	ABCA8	0.0	ABCA8	0.0
SGI75460103	55	ABCA9	0.002358	ABCA9	0.0
SGI75460103	56	ABCA9-AS1	0.00029	ABCA9-AS1	0.002398
SGI75460103	57	ABCB1	0.004532	ABCB1	0.110408
SGI75460103	58	ABCB10	0.751523	ABCB10	1.163043
SGI75460103	59	ABCB10P1	0.000756	ABCB10P1	0.0
SGI75460103	60	ABCB10P3	0.001209	ABCB10P3	0.0
SGI75460103	61	ABCB10P4	0.0	ABCB10P4	0.0
SGI75460103	62	ABCB11	0.0	ABCB11	0.0
SGI75460103	63	ABCB4	0.046551	ABCB4	0.0
SGI75460103	64	ABCB5	0.005312	ABCB5	0.070698
SGI75460103	65	ABCB6	0.074782	ABCB6	0.3283919999999999
SGI75460103	66	ABCB7	0.006775	ABCB7	0.025633
SGI75460103	67	ABCB8	0.011084	ABCB8	0.03949
SGI75460103	68	ABCB9	0.0	ABCB9	0.0
SGI75460103	69	ABCC1	0.0	ABCC1	0.0
SGI75460103	70	ABCC10	0.029946	ABCC10	0.0541
SGI75460103	71	ABCC11	0.0	ABCC11	0.0
SGI75460103	72	ABCC12	0.005005	ABCC12	0.006905
SGI75460103	73	ABCC13	0.115233	ABCC13	0.172097
SGI75460103	74	ABCC2	0.081823	ABCC2	0.003296
SGI75460103	75	ABCC3	0.024097	ABCC3	0.230393
SGI75460103	76	ABCC4	1.183527	ABCC4	1.561106
SGI75460103	77	ABCC5	0.083719	ABCC5	0.0
SGI75460103	78	ABCC5-AS1	0.0	ABCC5-AS1	0.005849
SGI75460103	79	ABCC6	0.0	ABCC6	0.0
SGI75460103	80	ABCC6P1	0.000238	ABCC6P1	0.065926
SGI75460103	81	ABCC6P2	0.0	ABCC6P2	0.0
SGI75460103	82	ABCC8	0.005836	ABCC8	0.022293
SGI75460103	83	ABCC9	0.0017	ABCC9	0.0
SGI75460103	84	ABCD1	0.023311	ABCD1	0.013184
SGI75460103	85	ABCD1P1	0.0	ABCD1P1	1e-06
SGI75460103	86	ABCD1P2	0.0	ABCD1P2	0.0
SGI75460103	87	ABCD1P3	0.0	ABCD1P3	0.0
SGI75460103	88	ABCD1P4	0.001593	ABCD1P4	0.0
SGI75460103	89	ABCD1P5	0.0053	ABCD1P5	0.008387
SGI75460103	90	ABCD2	0.059081	ABCD2	0.092191
SGI75460103	91	ABCD3	0.221299	ABCD3	0.746363
SGI75460103	92	ABCD4	0.001407	ABCD4	0.0
SGI75460103	93	ABCE1	0.679415	ABCE1	1.193236
SGI75460103	94	ABCF1	0.009644	ABCF1	0.261278
SGI75460103	95	ABCF2	0.014613	ABCF2	0.176319
SGI75460103	96	ABCF2-H2BK1	0.011346	ABCF2-H2BK1	0.016709
SGI75460103	97	ABCF2P1	0.0	ABCF2P1	0.0
SGI75460103	98	ABCF2P2	0.0	ABCF2P2	0.0
SGI75460103	99	ABCF3	0.026994	ABCF3	0.0
SGI75460103	100	ABCG1	0.123245	ABCG1	0.192085
SGI75460103	101	ABCG2	0.467695	ABCG2	0.688629
SGI75460103	102	ABCG4	0.0	ABCG4	0.0
SGI75460103	103	ABCG5	0.0	ABCG5	0.0
SGI75460103	104	ABCG8	0.011329	ABCG8	0.025535
SGI75460103	105	ABHD1	0.0	ABHD1	0.0
SGI75460103	106	ABHD10	0.050084	ABHD10	0.917335
SGI75460103	107	ABHD11	0.052361	ABHD11	0.081789
SGI75460103	108	ABHD11-AS1	0.0	ABHD11-AS1	0.0
SGI75460103	109	ABHD12	0.222208	ABHD12	0.294817
SGI75460103	110	ABHD12B	0.0	ABHD12B	0.0
