Gene Name	fr	rf	star
A1BG	0.102051	0.105243	0.11197
A1BG-AS1	0	0	0
A1CF	0.01285	0.013252	0.013619
A2M	0.916881	0.945555	1.034613
A2M-AS1	0.020443	0.021083	0
A2ML1	0	0	0
A2MP1	0.228805	0.235885	1.403604
A3GALT2	0.067419	0.067933	0.082031
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0.002286
AAAS	0.076636	0.079247	0.111394
AACS	0	0	0
AACSP1	0.005099	0.005234	0.018603
AADAC	0	0	0
AADACL2	0.002137	0.002203	0
AADACL2-AS1	0.005328	0.005411	0.044417
AADACL3	0.064452	0.066423	0.041545
AADACL4	0	0	0
AADACP1	0.056823	0.0586	0.062779
AADAT	0	0	0
AAGAB	0.885711	0.91341	1.410195
AAK1	0.018711	0.018605	0.016128
AAMDC	0.005204	0.005366	0.005737
AAMP	0.276828	0.286346	0.272071
AANAT	1.221393	1.224463	1.305739
AAR2	0.087325	0.090056	0.096271
AARD	0.024865	0.021101	0.01405
AARS1	0.124667	0.128566	0.137438
AARS1P1	0	0	0
AARS2	0.000932	0.000961	0.006491
AARSD1	0	0	0
AARSD1P1	0	0	0
AASDH	0.100589	0.103734	0.093347
AASDHPPT	0.083694	0.086311	0.092267
AASS	0.146006	0.150572	0.160963
AATBC	0.017286	0.017826	0.019056
AATF	0.085631	0.088309	1.556392
AATK	0.000612	0.000623	0.010309
ABALON	0	0	0
ABAT	0.11773	0.121412	0.277694
ABCA1	0.008849	0.008624	0.016465
ABCA10	0.000502	0.000527	0.003216
ABCA11P	0	0	0
ABCA12	0.010732	0.011068	0.015083
ABCA13	0.064891	0.06692	0.084646
ABCA17P	0.011454	0.01166	0.02196
ABCA2	0	0	0
ABCA3	0.014233	0.01473	0.109515
ABCA3P1	0	0	0
ABCA4	0.025862	0.026671	0.028512
ABCA5	0.010265	0.004719	0.038012
ABCA6	0.008407	0.008669	0.012561
ABCA7	0.037395	0.038565	0.048653
ABCA8	0	0	0.148865
ABCA9	0	0	0
ABCA9-AS1	0.000317	0.000327	0
ABCB1	0.024618	0.028577	0.105152
ABCB10	0.864222	0.850067	0.994847
ABCB10P1	0	0	0
ABCB10P3	0	0	0
ABCB10P4	0	0.009628	0
ABCB11	0.005262	0.005427	0.005801
ABCB4	0	0	0
ABCB5	0.016411	0.017105	0.027305
ABCB6	0.069711	0.071476	0.09611
ABCB7	0.012608	0.01289	0.005901
ABCB8	0	0	0.003625
ABCB9	0	0	0
ABCC1	0	0	0.039706
ABCC10	0.021624	0.0223	0.028427
ABCC11	0	0	0
ABCC12	0.015342	0.015816	0.016569
ABCC13	0.326858	0.338642	0.464633
ABCC2	0.001419	0.001463	0.001564
ABCC3	0.208449	0.214873	0.616817
ABCC4	1.408883	1.452943	1.624311
ABCC5	0.065944	0.068006	0.072699
ABCC5-AS1	0.011118	0.011466	0.022727
ABCC6	0	0	0
ABCC6P1	0.040804	0.034759	0.11028
ABCC6P2	0	0	0
ABCC8	0.018715	0.01921	0.026238
ABCC9	0	0	0
ABCD1	0.015079	0.015551	0.016624
ABCD1P1	0	0	0
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0	0	0
ABCD1P5	0	0	0
ABCD2	0.025077	0.025862	0.030948
ABCD3	0.12281	0.12665	0.735103
ABCD4	0	0	0
ABCE1	0.366506	0.322963	0.802211
ABCF1	0.009085	0.009369	0.422868
ABCF2	0.041943	0.043255	0.048142
ABCF2-H2BK1	0.030951	0.031919	0.035525
ABCF2P1	0	0	0
ABCF2P2	0	0	0
ABCF3	0	0	0
ABCG1	0.2506	0.258437	0.276271
ABCG2	0.322587	0.332676	0.394973
ABCG4	0	0	0
ABCG5	0	0	0
ABCG8	0.013849	0.014643	0.004039
ABHD1	0	0	0
ABHD10	0.090114	0.092932	0.107669
ABHD11	0.446828	0.460801	0.491685
ABHD11-AS1	0	0	0
ABHD12	0	0	0
ABHD12B	0	0	0
ABHD13	0.022156	0.022849	0.024426
ABHD14A	0	0	0
ABHD14A-ACY1	0	0	0
ABHD14B	0.197652	0.203834	0.431233
ABHD15	0.307842	0.317469	0.342176
ABHD16A	0.003719	0.003835	0.144157
ABHD16B	0	0	0
ABHD17A	0.879399	0.713173	0.88656
ABHD17AP1	0	0.085675	0.004532
ABHD17AP3	0	0.010799	0
ABHD17AP4	0	0	0
ABHD17AP5	0	0	0
ABHD17AP6	0.014974	0.015629	0
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	0.353971	0.365041	0.413306
ABHD17C	0.025399	0.026194	0.050328
ABHD18	0.148444	0.15236	0.219095
ABHD2	0.409956	0.422777	0.521949
ABHD3	0.404081	0.416718	0.446434
ABHD4	0.071725	0.073968	0.078984
