Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
protein_coding	A1BG	SGI75460105	45088	A1BG	3	0.4573531176161292	A1BG	4	0.5572881799873635
protein_coding	A1CF	SGI75460105	45086	A1CF	14	2.134314548875269	A1CF	15	2.089830674952613
protein_coding	A2M	SGI75460105	45085	A2M	128	19.51373301828818	A2M	93	12.9569501847062
protein_coding	A2ML1	SGI75460105	45083	A2ML1	0	0.0	A2ML1	0	0.0
protein_coding	A3GALT2	SGI75460105	45081	A3GALT2	1	0.1524510392053764	A3GALT2	35	4.87627157488943
protein_coding	A4GALT	SGI75460105	45080	A4GALT	0	0.0	A4GALT	0	0.0
protein_coding	A4GNT	SGI75460105	45079	A4GNT	0	0.0	A4GNT	0	0.0
protein_coding	AAAS	SGI75460105	45077	AAAS	2	0.3049020784107528	AAAS	3	0.4179661349905226
protein_coding	AACS	SGI75460105	45076	AACS	9	1.3720593528483878	AACS	0	0.0
protein_coding	AADAC	SGI75460105	45074	AADAC	0	0.0	AADAC	0	0.0
protein_coding	AADACL2	SGI75460105	45073	AADACL2	3	0.4573531176161292	AADACL2	0	0.0
protein_coding	AADACL3	SGI75460105	45071	AADACL3	2	0.3049020784107528	AADACL3	31	4.318983394902068
protein_coding	AADACL4	SGI75460105	45070	AADACL4	0	0.0	AADACL4	0	0.0
protein_coding	AADAT	SGI75460105	45068	AADAT	1	0.1524510392053764	AADAT	0	0.0
protein_coding	AAGAB	SGI75460105	45067	AAGAB	24	3.6588249409290334	AAGAB	39	5.433559754876794
protein_coding	AAK1	SGI75460105	45066	AAK1	194	29.57550160584302	AAK1	701	97.66475354278543
protein_coding	AAMDC	SGI75460105	45065	AAMDC	0	0.0	AAMDC	0	0.0
protein_coding	AAMP	SGI75460105	45064	AAMP	40	6.098041568215056	AAMP	27	3.761695214914704
protein_coding	AANAT	SGI75460105	45063	AANAT	4	0.6098041568215056	AANAT	647	90.14136311295604
