Gene Name	fr	rf	star
A1BG	0.01038	0.011216	0.016118
A1BG-AS1	0.030863	0.033351	0.039757
A1CF	0.002395	0.002588	0.001478
A2M	0.165459	0.178797	0.21963
A2M-AS1	0.017624	0.019044	0.02139
A2ML1	0	0	0
A2MP1	0.00543	0.005867	0.005154
A3GALT2	0.003732	0.00395	0.006337
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0
AAAS	0.008874	0.009094	0.031085
AACS	0.07472	0.080744	0.090688
AACSP1	8.10E-05	8.80E-05	0
AADAC	0	0	0
AADACL2	0.000509	0.00055	0
AADACL2-AS1	0.000126	0.000137	0.000574
AADACL3	0	0	0
AADACL4	0	0	0
AADACP1	0.002952	0.00319	0.003582
AADAT	0	0	0
AAGAB	0.246784	0.266677	0.263271
AAK1	0.034417	0.037191	0.040611
AAMDC	0.04434	0.047914	0.053815
AAMP	0.150673	0.16282	0.196783
AANAT	0.013195	0.013474	0.01537
AAR2	0.147923	0.159848	0.173599
AARD	0	0	0
AARS1	0.208005	0.224773	0.262483
AARS1P1	0	0	0
AARS2	0.018506	0.019998	0.019252
AARSD1	0.000951	0.000939	0.003233
AARSD1P1	0	0	0
AASDH	0.088939	0.096109	0.118761
AASDHPPT	0.073506	0.079431	0.45675
AASS	0	0	0.000634
AATBC	0.01112	0.012016	0.013496
AATF	0.108329	0.117062	0.29521
AATK	0.069176	0.074753	0.097172
ABALON	0	0	0
ABAT	0.104541	0.112969	0.12997
ABCA1	0.003169	0.003429	0.003533
ABCA10	0.002742	0.002954	0.005672
ABCA11P	0.003038	0.003311	0.024596
ABCA12	0	0	0
ABCA13	0.011564	0.012496	0.014179
ABCA17P	0.001115	0.001205	0.002461
ABCA2	0.023569	0.025469	0.033036
ABCA3	0.007927	0.008565	0.011305
ABCA3P1	0.001003	0.001084	0
ABCA4	0	0	0
ABCA5	0.012514	0.014447	0.012053
ABCA6	0.004768	0.005152	0.011747
ABCA7	0.224831	0.242955	0.312963
ABCA8	0	0	0.001475
ABCA9	0	0	0
ABCA9-AS1	0	0	0.000452
ABCB1	0.001416	0.001586	0.003848
ABCB10	0.682682	0.760489	0.963087
ABCB10P1	0.00429	0.004636	0
ABCB10P3	0.006856	0.013207	0
ABCB10P4	0.012931	0.003624	0
ABCB11	0	0	0
ABCB4	0.048398	0.052299	0.060274
ABCB5	0.000324	0.000411	0.000682
ABCB6	0.032375	0.034877	0.00664
ABCB7	0.143212	0.154266	0.218101
ABCB8	0.020038	0.021653	0.016359
ABCB9	0	0	0
ABCC1	0.058027	0.061985	0.186032
ABCC10	0.070259	0.075923	0.089172
ABCC11	0	0	0
ABCC12	0.000415	0.000449	0.000303
ABCC13	0.114765	0.124006	0.171419
ABCC2	0.003976	0.004297	0.004826
ABCC3	0.131503	0.14234	0.121485
ABCC4	1.22567	1.324664	1.48851
ABCC5	0.103021	0.112504	0.12415
ABCC5-AS1	0	0	0
ABCC6	0	0	0
ABCC6P1	0	0	0.000592
ABCC6P2	0	0	0
ABCC8	0.00038	0.00041	0.000383
ABCC9	0	0	0
ABCD1	0	0	0
ABCD1P1	0	0	0
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0	0	0
ABCD1P5	0	0	0
ABCD2	0.09645	0.104203	0.122176
ABCD3	0.117422	0.126888	0.146452
ABCD4	0.042887	0.046344	0.056855
ABCE1	0.437923	0.469301	0.667741
ABCF1	0.004816	0.005204	0.206147
ABCF2	0.110871	0.119809	0.138114
ABCF2-H2BK1	0.003052	0.003298	0.003739
ABCF2P1	0	0	0.015865
ABCF2P2	0	0	0
ABCF3	0.153008	0.165342	0.202577
ABCG1	0.016267	0.017579	0.019744
ABCG2	0.089001	0.096176	0.117768
ABCG4	0	0	0
ABCG5	0	0	0
ABCG8	0.000104	0.000112	0.00014
ABHD1	0	0	0
ABHD10	0.119671	0.129319	0.159008
ABHD11	0.035603	0.038473	0.043211
ABHD11-AS1	0	0	0
ABHD12	0.076043	0.082173	0.093392
ABHD12B	0	0	0
ABHD13	0.052858	0.057119	0.066675
ABHD14A	0	0	0.006201
ABHD14A-ACY1	0	0	0.000692
ABHD14B	0.598215	0.64644	0.800629
ABHD15	0.071464	0.077225	0.151394
ABHD16A	0.006134	0.006862	0.125093
ABHD16B	0	0	0
ABHD17A	0.456127	0.431618	0.517588
ABHD17AP1	0.061616	0.038489	0
ABHD17AP3	0	0.035265	0
ABHD17AP4	0.028974	0.030123	0.004771
ABHD17AP5	0.018362	0.019843	0
ABHD17AP6	0.080332	0.108819	0.056824
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	0.348015	0.376071	0.476384
ABHD17C	0.002281	0.002465	0.004541
ABHD18	0.250063	0.270002	0.254881
ABHD2	0.351419	0.379748	0.460924
ABHD3	0.201294	0.217521	0.244309
ABHD4	0.120255	0.129922	0.172332
ABHD5	0.350036	0.378254	0.433423
ABHD6	0.096144	0.103895	0.122853
ABHD8	0.027282	0.029389	0.034702
ABI1	2.063281	2.23152	2.429165
ABI1P1	0	0	0
ABI2	0.197039	0.212923	0.246245
ABI3	0.727967	0.786651	0.938701
ABI3BP	0	0	0
ABITRAM	0.175973	0.190158	0.220217
ABITRAMP1	0	0	0
ABL1	0.011026	0.011889	0.020682
ABL2	0.044023	0.047571	0.055131
ABLIM1	0.91881	0.99288	1.381719
ABLIM2	0	0	0
ABLIM3	1.084356	1.17328	1.358382
ABO	0.065715	0.06881	0.043303
ABR	0.082319	0.066082	0.1271
ABRA	0.002357	0.002547	0.002861
ABRACL	2.771133	2.994526	3.439889
ABRAXAS1	0.240646	0.257408	0.336098
ABRAXAS2	0.35235	0.380754	0.433461
ABT1	0.107117	0.06794	0.063073
ABT1P1	0	0	0
ABTB1	2.250288	2.431694	2.830555
ABTB2	0.002024	0.002187	0.002791
ACAA1	0.597157	0.645296	0.798512
ACAA2	0.302994	0.327167	0.301882
ACAA2P1	0	0	0
ACACA	0.022083	0.023863	0.032838
ACACB	0.010291	0.01112	0.01387
ACAD10	0.004413	0.004782	0.00582
ACAD11	0.005862	0.006306	0.006729
ACAD8	0.137047	0.148095	0.171285
ACAD9	0.140977	0.152342	0.178863
ACADL	0	0	0
ACADM	0.23096	0.249748	0.932789
ACADS	0.061783	0.067069	0.06721
ACADSB	0.028931	0.031263	0.077733
ACADVL	0.913652	0.987791	1.190441
ACAN	0	0	0
ACAP1	0	0	0.455381
ACAP2	0.888194	0.959834	1.095631
ACAP3	0.038674	0.041792	0.069532
ACAT1	0.10113	0.1093	0.168698
ACAT2	0.02031	0.021948	0.026224
ACBD3	0.387176	0.418409	0.583032
ACBD3-AS1	0.000618	0.000668	0
ACBD4	0.023836	0.025757	0.028929
ACBD5	0.126629	0.136837	0.153689
ACBD6	0.865158	0.934902	1.035987
ACBD7	0.001936	0.002092	0.002349
ACBD7-DCLRE1CP1	0	0	0
ACCS	0.058446	0.063157	0.07675
ACCSL	0	0	0
ACD	0.0663	0.071645	0.085178
ACE	0.018994	0.020525	0.024666
ACE2	0.000358	0.000401	0.000152
ACE3P	0.000355	6.40E-05	0
ACER1	0	0	0
ACER2	0.269924	0.295935	0.348535
ACER2P1	0.021583	0.01796	0
ACER3	0.093469	0.101004	0.11528
ACHE	0.147477	0.159366	0.199336
ACIN1	0.589664	0.637118	0.742721
