Gene type	Gene Name	fr	rf	star
protein_coding	A1BG	10	10	12
protein_coding	A1CF	3	3	2
protein_coding	A2M	83	83	91
protein_coding	A2ML1	0	0	0
protein_coding	A3GALT2	6	6	8
protein_coding	A4GALT	0	0	0
protein_coding	A4GNT	0	0	0
protein_coding	AAAS	14	13	7
protein_coding	AACS	26	26	26
protein_coding	AADAC	0	0	0
protein_coding	AADACL2	2	2	0
protein_coding	AADACL3	0	0	0
protein_coding	AADACL4	0	0	0
protein_coding	AADAT	0	0	0
protein_coding	AAGAB	85	85	75
protein_coding	AAK1	575	575	544
protein_coding	AAMDC	9	9	9
protein_coding	AAMP	60	60	63
protein_coding	AANAT	24	22	23
protein_coding	AAR2	42	42	41
protein_coding	AARD	0	0	0
protein_coding	AARS1	76	76	79
protein_coding	AARS2	10	10	8
protein_coding	AARSD1	2	2	4
protein_coding	AASDH	34	34	38
protein_coding	AASDHPPT	163	163	162
protein_coding	AASS	0	0	1
protein_coding	AATF	24	24	53
protein_coding	AATK	179	179	193
protein_coding	ABAT	61	61	62
protein_coding	ABCA1	50	50	46
protein_coding	ABCA10	22	22	20
protein_coding	ABCA12	0	0	0
protein_coding	ABCA13	21	21	22
protein_coding	ABCA2	21	21	24
protein_coding	ABCA3	41	41	50
protein_coding	ABCA4	0	0	0
protein_coding	ABCA5	91	99	76
protein_coding	ABCA6	3	3	6
protein_coding	ABCA7	162	162	185
protein_coding	ABCA8	0	0	1
protein_coding	ABCA9	0	0	0
protein_coding	ABCB1	32	33	71
protein_coding	ABCB10	278	287	323
protein_coding	ABCB11	0	0	0
protein_coding	ABCB4	22	22	23
protein_coding	ABCB5	5	6	9
protein_coding	ABCB6	14	14	6
protein_coding	ABCB7	141	136	135
protein_coding	ABCB8	41	41	10
protein_coding	ABCB9	0	0	0
protein_coding	ABCC1	40	40	105
protein_coding	ABCC10	38	38	40
protein_coding	ABCC11	0	0	0
protein_coding	ABCC12	4	4	2
protein_coding	ABCC2	3	3	3
protein_coding	ABCC3	186	187	212
protein_coding	ABCC4	755	755	755
protein_coding	ABCC5	44	44	44
protein_coding	ABCC6	0	0	0
protein_coding	ABCC8	4	4	3
protein_coding	ABCC9	0	0	0
protein_coding	ABCD1	0	0	0
protein_coding	ABCD2	64	64	67
protein_coding	ABCD3	45	45	46
protein_coding	ABCD4	15	15	16
protein_coding	ABCE1	236	223	292
protein_coding	ABCF1	11	11	68
protein_coding	ABCF2	59	59	63
protein_coding	ABCF2-H2BK1	7	7	7
protein_coding	ABCF3	40	40	44
protein_coding	ABCG1	6	6	6
protein_coding	ABCG2	45	45	49
protein_coding	ABCG4	0	0	0
protein_coding	ABCG5	0	0	0
protein_coding	ABCG8	1	1	1
