Gene Name	fr	rf	star
A1BG	4.189294091	4.224915935	4.34951105
A1BG-AS1	0	0	0
A1CF	0.628394114	0.63373739	0.652426657
A2M	20.73700575	20.91333388	22.18250635
A2M-AS1	0.418929409	0.422491593	0
A2ML1	0	0	0
A2MP1	6.283941137	6.337373902	35.66599061
A3GALT2	4.608223501	4.647407528	5.436888812
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0.217475552
AAAS	1.047323523	1.26747478	1.304853315
AACS	0	0	0
AACSP1	1.466252932	1.478720577	4.566986602
AADAC	0	0	0
AADACL2	0.418929409	0.422491593	0
AADACL2-AS1	4.608223501	4.647407528	35.2310395
AADACL3	3.979829387	4.013670138	2.392231077
AADACL4	0	0	0
AADACP1	3.979829387	4.013670138	4.132035497
AADAT	0	0	0
AAGAB	13.8246705	13.94222258	20.66017749
AAK1	15.50038814	15.20969737	12.39610649
AAMDC	0.209464705	0.211245797	0.217475552
AAMP	7.959658774	8.027340276	7.394168785
AANAT	97.19162292	95.27185433	97.86399862
AAR2	1.256788227	1.26747478	1.304853315
AARD	0.837858818	0.63373739	0.434951105
AARS1	2.094647046	2.112457967	2.174755525
AARS1P1	0	0	0
AARS2	0.209464705	0.211245797	0.217475552
AARSD1	0	0	0
AARSD1P1	0	0	0
AASDH	1.885182341	1.901212171	1.73980442
AASDHPPT	8.378588183	8.449831869	8.699022099
AASS	4.189294091	4.224915935	4.34951105
AATBC	0.628394114	0.63373739	0.652426657
AATF	1.047323523	1.056228984	14.35338646
AATK	0.209464705	0.211245797	2.60970663
ABALON	0	0	0
ABAT	3.141970569	3.168686951	6.95921768
ABCA1	6.283941137	5.914882309	10.87377762
ABCA10	0.418929409	0.422491593	1.522328867
ABCA11P	0	0	0
ABCA12	0.628394114	0.63373739	0.652426657
ABCA13	5.446082319	5.492390715	6.524266575
ABCA17P	4.817688205	4.647407528	8.481546547
ABCA2	0	0	0
ABCA3	4.398758796	4.436161731	31.75143066
ABCA3P1	0	0	0
ABCA4	1.047323523	1.056228984	1.087377762
ABCA5	4.189294091	1.901212171	14.13591091
ABCA6	0.418929409	0.422491593	0.434951105
ABCA7	1.256788227	1.26747478	1.522328867
ABCA8	0	0	4.132035497
ABCA9	0	0	0
ABCA9-AS1	0.209464705	0.211245797	0
ABCB1	24.71683514	27.88444517	98.95137638
ABCB10	15.91931755	15.42094316	17.3980442
ABCB10P1	0	0	0
ABCB10P3	0	0	0
ABCB10P4	0	0.211245797	0
ABCB11	0.209464705	0.211245797	0.217475552
ABCB4	0	0	0
ABCB5	11.10162934	11.40727302	17.3980442
ABCB6	1.885182341	1.901212171	1.957279972
ABCB7	6.493405842	6.337373902	2.827182182
ABCB8	0	0	0.434951105
ABCB9	0	0	0
ABCC1	0	0	1.304853315
ABCC10	0.628394114	0.63373739	0.652426657
ABCC11	0	0	0
ABCC12	5.655547023	5.703636512	5.654364365
ABCC13	21.57486457	21.75831706	10.87377762
ABCC2	0.209464705	0.211245797	0.217475552
ABCC3	56.76493494	57.24761092	158.3222022
ABCC4	39.16989975	39.50296399	42.62520829
ABCC5	1.047323523	1.056228984	1.087377762
ABCC5-AS1	0.418929409	0.422491593	0.652426657
ABCC6	0	0	0
ABCC6P1	5.236617614	4.436161731	13.48348425
ABCC6P2	0	0	0
ABCC8	7.540729364	7.604848683	10.00387541
ABCC9	0	0	0
ABCD1	0.418929409	0.422491593	0.434951105
ABCD1P1	0	0	0
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0	0	0
ABCD1P5	0	0	0
ABCD2	0.837858818	0.844983187	1.087377762
ABCD3	2.30411175	2.323703764	11.96115539
ABCD4	0	0	0
ABCE1	12.77734698	11.82976462	17.3980442
ABCF1	1.047323523	1.056228984	8.046595442
ABCF2	3.141970569	3.168686951	3.47960884
ABCF2-H2BK1	2.932505864	2.957441154	3.262133287
ABCF2P1	0	0	0
ABCF2P2	0	0	0
ABCF3	0	0	0
ABCG1	3.770364682	3.802424341	3.914559945
ABCG2	7.33126466	7.393602886	8.481546547
ABCG4	0	0	0
ABCG5	0	0	0
ABCG8	2.932505864	3.168686951	0.86990221
ABHD1	0	0	0
ABHD10	6.283941137	6.337373902	6.95921768
ABHD11	3.351435273	3.379932748	3.47960884
ABHD11-AS1	0	0	0
ABHD12	0	0	0
ABHD12B	0	0	0
ABHD13	0.628394114	0.63373739	0.652426657
ABHD14A	0	0	0
ABHD14A-ACY1	0	0	0
ABHD14B	5.865011728	5.914882309	11.96115539
ABHD15	9.63537641	9.71730665	10.00387541
ABHD16A	0.418929409	0.422491593	2.392231077
ABHD16B	0	0	0
ABHD17A	7.959658774	6.337373902	7.394168785
ABHD17AP1	0	1.689966374	0.217475552
ABHD17AP3	0	0.211245797	0
ABHD17AP4	0	0	0
ABHD17AP5	0	0	0
ABHD17AP6	0.418929409	0.422491593	0
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	5.236617614	5.281144918	5.871839917
