Gene Name	fr	rf	star
A1BG	0.560108721	0.565405122	0.562219207
A1BG-AS1	0	0	0
A1CF	2.613840697	2.638557237	2.811096033
A2M	24.084675	24.31242025	24.36283229
A2M-AS1	0.373405814	0.376936748	0
A2ML1	0	0	0
A2MP1	8.961739533	9.046481955	36.35684203
A3GALT2	0.560108721	0.565405122	6.559224078
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0
AAAS	0.186702907	0.188468374	0.562219207
AACS	1.680326163	1.696215367	1.874064022
AACSP1	1.493623256	1.507746993	5.622192066
AADAC	0	0	0.187406402
AADACL2	0.560108721	0.565405122	0
AADACL2-AS1	6.908007557	6.784861466	35.79462282
AADACL3	9.14844244	9.234950329	5.809598469
AADACL4	0	0	0
AADACP1	0	0	0.187406402
AADAT	0.186702907	0.188468374	0.187406402
AAGAB	5.040978488	5.0886461	7.496256089
AAK1	38.46079883	38.82448506	41.41681489
AAMDC	0	0	0
AAMP	6.347898836	6.407924718	5.05997286
AANAT	173.0735947	168.1137897	120.8771294
AAR2	8.588333719	8.669545207	8.620694502
AARD	0.746811628	0.94234187	0.937032011
AARS1	7.654819185	7.727203337	7.871068893
AARS1P1	0	0	0
AARS2	0.186702907	0.188468374	0.187406402
AARSD1	0	0	0
AARSD1P1	0	0	0
AASDH	0	0	0
AASDHPPT	11.57558023	11.68503919	11.61919694
AASS	1.120217442	1.130810244	1.124438413
AATBC	0	0	0.187406402
AATF	1.867029069	3.769367481	8.995507306
AATK	1.306920349	1.130810244	2.248876827
ABALON	0	0	0
ABAT	0	0	1.311844816
ABCA1	5.040978488	5.465582848	21.92654906
ABCA10	4.480869767	4.523240978	5.05997286
ABCA11P	0	0	0
ABCA12	0	0	0
ABCA13	1.120217442	1.130810244	1.124438413
ABCA17P	4.29416686	4.334772603	5.622192066
ABCA2	1.120217442	1.130810244	1.499251218
ABCA3	5.227681394	5.277114474	27.92355393
ABCA3P1	0	0	0
ABCA4	0	0	0
ABCA5	8.961739533	8.858013581	15.17991858
ABCA6	4.480869767	4.523240978	4.497753653
ABCA7	0.373405814	0.376936748	2.811096033
ABCA8	0.186702907	0.188468374	7.683662491
ABCA9	0	0	0
ABCA9-AS1	0	0	0
ABCB1	23.89797209	25.25476212	21.92654906
ABCB10	38.27409592	37.50520644	39.35534447
