Gene Name	fr	rf	star
A1BG	0.010968	0.011183	0.012095
A1BG-AS1	0	0	0
A1CF	0.047924	0.048863	0.057722
A2M	0.922954	0.941031	1.025124
A2M-AS1	0.01583	0.01614	0
A2ML1	0	0	0
A2MP1	0.287501	0.292804	1.283489
A3GALT2	0.006319	0.005664	0.091651
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0
AAAS	0.002023	0.001905	0.033761
AACS	0.091259	0.093047	0.11159
AACSP1	0.004616	0.004861	0.02104
AADAC	0	0	0.012218
AADACL2	0.0033	0.003365	0
AADACL2-AS1	0.006999	0.007083	0.040669
AADACL3	0.131823	0.133024	0.091443
AADACL4	0	0	0
AADACP1	0	0	0.001462
AADAT	0.008912	0.009087	0.009828
AAGAB	0.271203	0.276514	0.448712
AAK1	0.037829	0.038568	0.044824
AAMDC	0	0	0
AAMP	0.190391	0.193911	0.164213
AANAT	1.889456	1.852839	1.448242
AAR2	0.573896	0.585136	0.638612
AARD	0.01819	0.023947	0.028003
AARS1	0.399578	0.407403	0.453849
AARS1P1	0	0	0
AARS2	0.000401	0.000409	0.005027
AARSD1	0	0	0
AARSD1P1	0	0	0
AASDH	0	0	0
AASDHPPT	0.099645	0.101596	0.109878
AASS	0.030356	0.030951	0.033474
AATBC	0	0	0.00428
AATF	0.164436	0.325399	0.865673
AATK	0.004525	0.004234	0.009182
ABALON	0	0	0
ABAT	0	0	0.043787
ABCA1	0.006119	0.00684	0.029947
ABCA10	0.00837	0.008553	0.010127
ABCA11P	0	0	0
ABCA12	0	0	0
ABCA13	0.011861	0.012093	0.013079
ABCA17P	0.009076	0.009134	0.012936
ABCA2	0.022155	0.022589	0.035535
ABCA3	0.014387	0.01469	0.086027
ABCA3P1	0	0	0
ABCA4	0	0	0
ABCA5	0.019765	0.019738	0.036782
ABCA6	0.15314	0.156139	0.168867
ABCA7	0.006353	0.006477	0.080893
ABCA8	0.003399	0.004424	0.256012
ABCA9	0	0	0
ABCA9-AS1	0	0	0
ABCB1	0.020738	0.022082	0.044968
ABCB10	1.810021	1.786228	2.040549
ABCB10P1	0.001447	0.0107	0
ABCB10P3	0	0.014742	0
ABCB10P4	0	0	0
ABCB11	0	0	0
ABCB4	0.030424	0.03102	0.033549
ABCB5	0.018606	0.019309	0.036586
ABCB6	0.062048	0.063263	0.21678
ABCB7	0.012825	0.015089	0.007914
ABCB8	0.00043	0.000438	0.001837
ABCB9	0	0	0
ABCC1	0	0	0.045896
ABCC10	0.083447	0.085081	0.092017
ABCC11	0	0	0
ABCC12	0.011623	0.011817	0.014706
ABCC13	0.14426	0.147056	0.049098
ABCC2	0	0	0
ABCC3	0.100232	0.102125	0.297654
ABCC4	0.485889	0.495405	0.554007
ABCC5	0.352301	0.359201	0.388553
ABCC5-AS1	0.007684	0.007124	0
ABCC6	0	0	0
ABCC6P1	0.010341	0.011093	0.076156
ABCC6P2	0	0	0
ABCC8	0.002876	0.002809	0.011356
ABCC9	0	0	0
ABCD1	0	0	0
ABCD1P1	0	0	0
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0	0	0
ABCD1P5	0	0	0
ABCD2	0	0	0
ABCD3	0.305738	0.311726	0.875957
