Gene Name,TPM
A1BG,0.018992
A1BG-AS1,0.0
A1CF,0.034539
A2M,0.820457
A2M-AS1,0.012638
A2ML1,0.0
A2MP1,0.006828
A3GALT2,0.003099
A4GALT,0.0
A4GNT,0.0
AA06,0.0
AAAS,0.001286
AACS,0.0
AACSP1,0.001023
AADAC,0.0
AADACL2,0.0
AADACL2-AS1,0.007198
AADACL3,0.002764
AADACL4,0.0
AADACP1,0.0
AADAT,0.0
AAGAB,0.227977
AAK1,0.020081
AAMDC,0.0
AAMP,0.187709
AANAT,0.007356
AAR2,0.034704
AARD,0.001241
AARS1,0.0
AARS1P1,0.0
AARS2,0.062046
AARSD1,0.001077
AARSD1P1,0.0
AASDH,0.120051
AASDHPPT,0.009963
AASS,0.0
AATBC,0.0
AATF,0.2483
AATK,0.139566
ABALON,1.174407
ABAT,0.09372
ABCA1,0.003174
ABCA10,0.000947
ABCA11P,0.036658
ABCA12,0.0
ABCA13,0.0
ABCA17P,0.004864
ABCA2,0.0
ABCA3,0.002853
ABCA3P1,0.0
ABCA4,0.0
ABCA5,0.010559
ABCA6,0.0
ABCA7,0.0
ABCA8,0.0
ABCA9,0.047749
ABCA9-AS1,0.003437
ABCB1,0.001578
ABCB10,0.541971
ABCB10P1,0.0
ABCB10P3,0.0
ABCB10P4,0.0
ABCB11,0.0
ABCB4,0.184349
ABCB5,0.003527
ABCB6,0.014749
ABCB7,0.051296
ABCB8,0.005778
ABCB9,0.0
ABCC1,0.0
ABCC10,0.0
ABCC11,0.0
ABCC12,0.001938
ABCC13,0.291216
ABCC2,0.0
ABCC3,0.002541
ABCC4,0.606311
ABCC5,0.0
ABCC5-AS1,0.001581
ABCC6,0.0
ABCC6P1,0.0
ABCC6P2,0.0
ABCC8,0.004512
ABCC9,0.0
ABCD1,0.0
ABCD1P1,0.0
ABCD1P2,0.0
ABCD1P3,0.0
ABCD1P4,0.000733
ABCD1P5,0.0
ABCD2,0.0
ABCD3,0.077751
ABCD4,0.0
ABCE1,0.19756500000000002
ABCF1,0.377748
ABCF2,0.002091
ABCF2-H2BK1,0.001567
ABCF2P1,0.0
ABCF2P2,0.0
ABCF3,0.208725
ABCG1,0.002727
ABCG2,0.0
ABCG4,0.0
ABCG5,0.0
ABCG8,0.014476
ABHD1,0.0
ABHD10,0.027098
ABHD11,0.0
ABHD11-AS1,0.0
ABHD12,0.246756
ABHD12B,0.0
ABHD13,0.079245
ABHD14A,0.0
ABHD14A-ACY1,0.0
ABHD14B,0.314658
ABHD15,0.007098
ABHD16A,0.086893
ABHD16B,0.036764
ABHD17A,0.213519
ABHD17AP1,0.0
ABHD17AP3,0.011098
ABHD17AP4,0.0
ABHD17AP5,0.0
ABHD17AP6,0.0
ABHD17AP7,0.0
ABHD17AP8,0.0
ABHD17AP9,0.0
ABHD17B,0.124802
ABHD17C,0.001363
ABHD18,0.005485
ABHD2,0.240098
ABHD3,0.0
ABHD4,0.001096
ABHD5,0.803955
ABHD6,0.0
ABHD8,0.003556
ABI1,0.51983
ABI1P1,0.0
ABI2,0.108053
ABI3,0.429605
ABI3BP,0.0
ABITRAM,0.144172
ABITRAMP1,0.0
ABL1,0.004809
ABL2,0.008645
ABLIM1,0.22581299999999999
ABLIM2,0.001649
ABLIM3,0.412055
ABO,0.000305
ABR,0.171008
ABRA,0.001317
ABRACL,2.497507
ABRAXAS1,0.19989
ABRAXAS2,0.273928
ABT1,0.0
ABT1P1,0.0
ABTB1,0.822449
ABTB2,0.007018
ACAA1,0.0
ACAA2,0.094095
ACAA2P1,0.0
ACACA,0.032244
ACACB,0.0
ACAD10,0.006255
ACAD11,0.012405
ACAD8,0.0
ACAD9,0.0
ACADL,0.0
ACADM,0.159322
ACADS,0.009662
ACADSB,0.021879
ACADVL,0.165286
ACAN,0.0
ACAP1,0.0
ACAP2,1.139903
ACAP3,0.00299
ACAT1,0.373364
ACAT2,0.005053
ACBD3,0.045076
ACBD3-AS1,0.0
ACBD4,0.0
ACBD5,0.38143
ACBD6,0.383799
ACBD7,0.047389
ACBD7-DCLRE1CP1,0.0
ACCS,0.0
ACCSL,0.0
ACD,0.0
ACE,0.0
ACE2,0.026919
ACE3P,0.000591
ACER1,0.0
ACER2,0.0
ACER2P1,0.0
ACER3,0.063343
ACHE,0.006918
ACIN1,0.249666
ACKR1,1.090235
ACKR2,0.0033
ACKR3,0.0
ACKR4,0.0
ACKR4P1,0.0
ACLY,0.157639
ACMSD,0.0
ACNATP,0.0
ACO1,0.0
ACO2,0.018496
ACOD1,0.0
ACOT1,0.0
ACOT11,0.011179
ACOT12,0.0
ACOT13,0.150303
ACOT2,0.000999
ACOT4,0.0
ACOT6,0.004068
ACOT7,0.0
ACOT8,0.748525
ACOT9,0.041364
ACOX1,0.152024
ACOX2,0.0
ACOX3,0.0
ACOXL,0.060591
ACOXL-AS1,0.0
ACP1,2.333062
ACP2,0.0
ACP3,0.11672
ACP4,0.001672
ACP5,0.0
ACP6,0.0
ACP7,0.0
ACR,0.0
ACRBP,0.199053
ACRP1,0.0
ACRV1,0.00038
ACSBG1,0.012659
ACSBG2,0.0
ACSF2,0.0
ACSF3,0.0
ACSL1,0.45766
ACSL3,0.006195
ACSL4,0.201555
ACSL5,0.006653
ACSL6,0.00789
ACSM1,0.0
ACSM2A,0.0
ACSM2B,0.0
ACSM3,0.0
ACSM4,0.0
ACSM5,0.003573
ACSM5P1,0.010878
ACSM6,0.0
ACSS1,0.0
ACSS2,0.060118
ACSS3,0.0
ACTA1,0.115233
ACTA2,0.007807
ACTA2-AS1,0.008717
ACTB,57.804321
ACTBL2,0.0
ACTBP1,0.020383
ACTBP10,0.0
ACTBP11,0.003694
ACTBP12,0.0
ACTBP14,0.0
ACTBP15,0.0
ACTBP2,0.078186
ACTBP3,0.0
ACTBP4,0.002685
ACTBP6,0.012082
ACTBP7,0.003964
ACTBP8,0.0
ACTBP9,0.015821
ACTC1,0.0
ACTE1P,0.000403
ACTG1,2.764777
ACTG1P1,0.0
ACTG1P10,0.184633
ACTG1P11,0.0
ACTG1P12,0.0
ACTG1P13,0.0
ACTG1P14,0.0
ACTG1P15,0.0
ACTG1P16,0.0
ACTG1P17,0.0
ACTG1P18,0.0
ACTG1P19,0.0
ACTG1P2,0.0
ACTG1P20,0.0
ACTG1P21,0.0
ACTG1P22,0.0
ACTG1P23,0.012139
ACTG1P24,0.0
ACTG1P25,0.001979
ACTG1P3,0.0
ACTG1P4,0.0
ACTG1P9,0.0
ACTG2,0.001091
ACTL10,0.0
ACTL11P,0.0
ACTL6A,0.10350000000000001
ACTL6B,0.0
ACTL7A,0.0
ACTL7B,0.054718
ACTL8,0.0
ACTL9,0.038927
ACTN1,0.532144
ACTN1-DT,0.001943
ACTN2,0.000822
ACTN3,0.001074
ACTN4,0.236032
ACTN4P1,0.0
ACTP1,0.0
ACTR10,0.23205
ACTR1A,0.072467
ACTR1AP1,0.0
ACTR1B,0.105592
ACTR2,4.295815
ACTR3,2.008356
ACTR3-AS1,0.004487
ACTR3B,0.196518
ACTR3BP1,0.0
ACTR3BP2,0.0
ACTR3BP3,0.0
ACTR3BP4,0.0
ACTR3BP5,0.0
ACTR3BP6,0.0
ACTR3BP7,0.0
ACTR3C,0.0
ACTR3P1,0.077343
ACTR3P2,0.0
ACTR3P3,0.0
ACTR5,0.037511
ACTR6,0.005914
ACTR6P1,0.0
ACTR8,0.107702
ACTRT1,0.0
ACTRT1P1,0.0
ACTRT2,0.0
ACTRT3,0.013598
ACVR1,0.049705
ACVR1B,0.002335
ACVR1C,0.002425
ACVR2A,0.133367
ACVR2B,0.668679
ACVR2B-AS1,0.0
ACVRL1,0.0
ACY1,0.001419
ACY3,0.0
ACYP1,0.01585
ACYP2,0.011417
ADA,0.406296
ADA2,0.101343
ADAD1,0.0
ADAD1P1,0.0
ADAD1P2,0.0
ADAD2,0.007784
ADAL,0.0
ADAM10,0.017391
ADAM11,0.0
ADAM12,0.015632
ADAM15,0.0
ADAM17,0.161525
ADAM18,0.003462
ADAM19,0.100946
ADAM1A,0.000199
ADAM1B,0.0
ADAM2,0.0
ADAM20,0.0
ADAM20P1,0.001524
ADAM20P2,0.0
ADAM20P3,0.0
ADAM21,0.0
ADAM21P1,0.0
ADAM22,0.0
ADAM23,0.0
ADAM24P,0.004824
ADAM28,0.053308
ADAM29,0.0
ADAM30,0.0
ADAM32,0.222321
ADAM33,0.0
ADAM3A,0.000676
ADAM3B,0.008043
ADAM5,9.2e-05
ADAM6,0.0
ADAM7,0.0
ADAM7-AS1,0.002806
ADAM7-AS2,0.004124
ADAM8,0.034509
ADAM9,0.0
ADAMDEC1,0.0
ADAMTS1,0.014536
ADAMTS10,0.0
ADAMTS12,0.006119
ADAMTS13,0.0
ADAMTS14,0.0
ADAMTS15,0.008733
ADAMTS16,0.0
ADAMTS16-DT,0.0
ADAMTS17,0.001195
ADAMTS18,0.0
ADAMTS19,0.0
ADAMTS19-AS1,0.057239
ADAMTS2,0.0
ADAMTS20,0.0
ADAMTS3,0.0
ADAMTS4,0.0
ADAMTS5,0.174132
ADAMTS6,0.018813
ADAMTS7,0.0
ADAMTS7P1,0.0
ADAMTS7P3,0.001316
ADAMTS7P4,0.0
ADAMTS8,0.008336
ADAMTS9,0.036816
ADAMTS9-AS1,0.00051
ADAMTS9-AS2,0.007513
ADAMTSL1,0.0
ADAMTSL2,0.0
ADAMTSL3,0.0
