Gene Name	fr	rf	star
A1BG	2.40790423	2.412083398	2.577286979
A1BG-AS1	0	0	0
A1CF	0	0	0
A2M	15.5419273	15.56890193	17.80671004
A2M-AS1	0	0	0
A2ML1	0	0	0
A2MP1	3.064605384	3.069924324	8.434757386
A3GALT2	0.218900385	0.219280309	1.171494081
A4GALT	4.159107307	4.166325869	4.451677509
A4GNT	0	0	0
AA06	0	0	0
AAAS	1.532302692	1.315681853	0.702896449
AACS	0	0	0
AACSP1	0.656701154	0.657840927	4.920275142
AADAC	0	0	0
AADACL2	0	0	0
AADACL2-AS1	3.064605384	3.069924324	18.7439053
AADACL3	1.094501923	1.096401544	1.640091714
AADACL4	0.656701154	0.657840927	0.702896449
AADACP1	0	0	0.702896449
AADAT	0	0	0
AAGAB	5.25360923	5.262727413	10.30914792
AAK1	18.3876323	18.20026564	23.89847926
AAMDC	3.940206922	4.385606177	4.920275142
AAMP	9.412716536	9.429053281	9.840550284
AANAT	38.08866691	37.71621313	22.25838755
AAR2	4.81580846	4.824166795	5.154573958
AARD	0.218900385	0.219280309	0.234298816
AARS1	0.656701154	0.657840927	0
AARS1P1	0	0	0
AARS2	0	0	0.468597633
AARSD1	0	0	0
AARSD1P1	0	0	0
AASDH	2.626804615	2.631363706	2.811585795
AASDHPPT	18.82543307	18.85810656	20.38399702
AASS	0	0	0
AATBC	0	0	0
AATF	0	0	10.77774555
AATK	1.094501923	1.096401544	2.811585795
ABALON	0.656701154	0.657840927	1.171494081
ABAT	1.970103461	1.97352278	4.685976326
ABCA1	3.064605384	3.069924324	6.326068039
ABCA10	1.751203077	1.754242471	3.045884612
ABCA11P	0	0	0
ABCA12	0	0	0
ABCA13	2.40790423	2.412083398	4.217378693
ABCA17P	3.283505768	3.289204633	4.685976326
ABCA2	0	0	0
ABCA3	3.283505768	3.069924324	32.80183428
ABCA3P1	0	0	0
ABCA4	0	0	0
ABCA5	1.970103461	1.754242471	5.388872774
ABCA6	5.034708845	5.043447104	5.388872774
ABCA7	0	0	0
ABCA8	0	0	1.171494081
ABCA9	0.218900385	0.219280309	0.234298816
ABCA9-AS1	1.751203077	1.754242471	1.87439053
ABCB1	10.50721846	11.62185637	91.84513598
ABCB10	67.42131845	71.04682007	86.45626321
ABCB10P1	0.656701154	1.096401544	0
ABCB10P3	0.656701154	1.096401544	0
ABCB10P4	1.970103461	0.657840927	0
ABCB11	0	0	0
ABCB4	0	0	0
ABCB5	18.16873192	18.20026564	22.02408873
ABCB6	6.348111152	6.359128957	9.371952651
ABCB7	4.378007691	4.385606177	5.623171591
ABCB8	0.218900385	0.219280309	0.234298816
ABCB9	0	0	0
ABCC1	0	0	0
ABCC10	0.437800769	0.438560618	0.468597633
ABCC11	0	0	0
ABCC12	4.596908076	4.604886486	5.388872774
ABCC13	3.721306538	3.727765251	18.50960649
ABCC2	0.218900385	0.219280309	0.234298816
ABCC3	36.77526461	36.83909189	122.0696833
ABCC4	66.76461729	66.88049421	78.49010345
ABCC5	6.567011537	6.578409266	7.263263305
ABCC5-AS1	0.218900385	0.219280309	0
ABCC6	0	0	0
ABCC6P1	1.094501923	1.096401544	5.623171591
ABCC6P2	0	0	0
ABCC8	0.656701154	0.657840927	2.577286979
ABCC9	0	0	0
ABCD1	0	0	0
ABCD1P1	0	0	0
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0	0	0
ABCD1P5	0	0	0
ABCD2	0	0	0
ABCD3	7.004812306	7.016969884	15.93231951
ABCD4	5.472509614	5.482007722	6.326068039
ABCE1	24.29794269	12.71825791	13.12073371
ABCF1	0.656701154	0.657840927	5.154573958
ABCF2	10.28831807	10.30617452	14.29222779
ABCF2-H2BK1	0.218900385	0.219280309	0.234298816
ABCF2P1	0	0	0
ABCF2P2	0	0	0
ABCF3	3.064605384	3.069924324	3.280183428
ABCG1	0	0	0
ABCG2	8.318214613	8.332651737	7.497562121
ABCG4	0	0	0
ABCG5	0	0	0
ABCG8	0.875601538	0.877121235	0.234298816
ABHD1	0	0	0
ABHD10	13.57182384	13.59537915	9.137653835
ABHD11	0	0	1.640091714
ABHD11-AS1	0	0	0.234298816
ABHD12	9.193816152	9.209772973	10.0748491
ABHD12B	0	0	0
ABHD13	13.57182384	13.59537915	14.52652661
ABHD14A	0	0	0
ABHD14A-ACY1	0	0	0
ABHD14B	0.218900385	0.219280309	3.045884612
ABHD15	3.064605384	3.069924324	3.280183428
ABHD16A	1.094501923	1.096401544	0
ABHD16B	0	0	0
ABHD17A	3.721306538	2.192803089	3.045884612
ABHD17AP1	0	0.657840927	0.468597633
ABHD17AP3	0	0	0
ABHD17AP4	1.094501923	0.877121235	0
ABHD17AP5	0	0	0
ABHD17AP6	0	0.877121235	0
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	0	0	0.702896449
ABHD17C	14.228525	14.25322008	14.52652661
ABHD18	8.537114998	8.551932046	22.02408873
ABHD2	20.79553653	20.83162934	22.49268636
ABHD3	2.40790423	2.412083398	2.577286979
ABHD4	9.631616921	9.64833359	7.263263305
ABHD5	41.59107307	41.66325869	44.51677509
ABHD6	0	0	0
ABHD8	2.189003846	2.192803089	3.280183428
ABI1	53.41169383	53.72367567	52.71723366
ABI1P1	0	0	0
ABI2	9.850517305	9.867613899	10.77774555
ABI3	19.48213423	19.51594749	20.85259465
ABI3BP	0	0	0
ABITRAM	2.40790423	2.412083398	2.577286979
ABITRAMP1	0	0	0
ABL1	41.37217268	41.44397838	130.035843
ABL2	4.378007691	4.385606177	5.388872774
ABLIM1	48.81478576	48.89950888	52.71723366
ABLIM2	0	0	0
ABLIM3	16.19862846	16.22674286	18.04100885
ABO	2.626804615	2.631363706	0
ABR	2.40790423	1.096401544	2.811585795
ABRA	0	0	0
ABRACL	15.76082769	15.78818224	16.86951477
ABRAXAS1	14.88522615	14.911061	16.40091714
ABRAXAS2	16.41752884	16.44602317	17.57241122
ABT1	7.442613075	7.455530502	0
ABT1P1	0	0	0
ABTB1	33.05395807	33.11132664	38.8936035
ABTB2	4.159107307	3.94704556	18.04100885
ACAA1	0	0	0.234298816
ACAA2	14.00962461	14.03393977	15.22942306
ACAA2P1	0	0	0
ACACA	0	0	0
ACACB	4.378007691	4.385606177	4.920275142
ACAD10	5.25360923	5.262727413	6.326068039
ACAD11	0.875601538	0.877121235	1.405792898
ACAD8	0	0	0
ACAD9	4.159107307	4.166325869	4.451677509
ACADL	0	0	0
ACADM	9.631616921	9.64833359	3.045884612
ACADS	2.626804615	2.850644015	4.685976326
ACADSB	15.97972807	16.00746255	12.41783726
ACADVL	16.63642923	16.66530347	17.80671004
ACAN	0	0	0
ACAP1	0	0	0.702896449
ACAP2	66.76461729	66.88049421	65.36936974
ACAP3	0	0	0
ACAT1	37.86976653	37.93549343	45.21967154
ACAT2	9.631616921	9.867613899	38.8936035
ACBD3	35.02406153	35.30412973	38.8936035
ACBD3-AS1	0	0	0
ACBD4	0	0	0
ACBD5	10.72611884	10.74473513	11.480642
ACBD6	1.751203077	1.754242471	1.87439053
ACBD7	0.875601538	0.877121235	2.577286979
ACBD7-DCLRE1CP1	0	0	0
ACCS	0	0	0
ACCSL	0	0	0
ACD	4.596908076	4.604886486	4.920275142
ACE	0	0	0
ACE2	0.437800769	0.219280309	0.468597633
ACE3P	1.751203077	1.754242471	2.108689346
ACER1	0	0	0
ACER2	0	0	0
ACER2P1	0	0	0
ACER3	0.875601538	0.877121235	0.937195265
