Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
protein_coding	A1BG	SGI75460104	0	A1BG	0.009627	A1BG	0.027075
protein_coding	A1CF	SGI75460104	2	A1CF	0.002238	A1CF	0.0
protein_coding	A2M	SGI75460104	3	A2M	0.152936	A2M	0.238443
protein_coding	A2ML1	SGI75460104	5	A2ML1	0.0	A2ML1	0.0
protein_coding	A3GALT2	SGI75460104	7	A3GALT2	0.003444	A3GALT2	0.007273
protein_coding	A4GALT	SGI75460104	8	A4GALT	0.0	A4GALT	0.0
protein_coding	A4GNT	SGI75460104	9	A4GNT	0.0	A4GNT	0.0
protein_coding	AAAS	SGI75460104	11	AAAS	0.00627	AAAS	0.0329929999999999
protein_coding	AACS	SGI75460104	12	AACS	0.06945	AACS	0.050032
protein_coding	AADAC	SGI75460104	14	AADAC	0.0	AADAC	0.0
protein_coding	AADACL2	SGI75460104	15	AADACL2	0.000467	AADACL2	0.0
protein_coding	AADACL3	SGI75460104	17	AADACL3	0.0	AADACL3	0.0
protein_coding	AADACL4	SGI75460104	18	AADACL4	0.0	AADACL4	0.0
protein_coding	AADAT	SGI75460104	20	AADAT	0.0	AADAT	0.0
protein_coding	AAGAB	SGI75460104	21	AAGAB	0.284233	AAGAB	0.279419
protein_coding	AAK1	SGI75460104	22	AAK1	0.03238	AAK1	0.0447
protein_coding	AAMDC	SGI75460104	23	AAMDC	0.041012	AAMDC	0.010798
protein_coding	AAMP	SGI75460104	24	AAMP	0.139878	AAMP	0.208853
protein_coding	AANAT	SGI75460104	25	AANAT	0.001329	AANAT	0.022131
protein_coding	AAR2	SGI75460104	26	AAR2	0.136848	AAR2	0.175398
protein_coding	AARD	SGI75460104	27	AARD	0.0	AARD	0.001405
protein_coding	AARS1	SGI75460104	28	AARS1	0.186279	AARS1	0.264416
protein_coding	AARS2	SGI75460104	30	AARS2	0.020971	AARS2	0.020433
protein_coding	AARSD1	SGI75460104	31	AARSD1	0.000739	AARSD1	0.003431
protein_coding	AASDH	SGI75460104	33	AASDH	0.082403	AASDH	0.113051
protein_coding	AASDHPPT	SGI75460104	34	AASDHPPT	0.068301	AASDHPPT	0.484861
protein_coding	AASS	SGI75460104	35	AASS	0.0	AASS	0.0
protein_coding	AATF	SGI75460104	37	AATF	0.117395	AATF	0.313317
protein_coding	AATK	SGI75460104	38	AATK	0.069898	AATK	0.113792
protein_coding	ABAT	SGI75460104	40	ABAT	0.096787	ABAT	0.141889
protein_coding	ABCA1	SGI75460104	41	ABCA1	0.002992	ABCA1	0.007106
protein_coding	ABCA10	SGI75460104	42	ABCA10	0.0024879999999999	ABCA10	0.008495
protein_coding	ABCA12	SGI75460104	44	ABCA12	0.0	ABCA12	0.0
protein_coding	ABCA13	SGI75460104	45	ABCA13	0.010832	ABCA13	0.0
protein_coding	ABCA2	SGI75460104	47	ABCA2	0.024335	ABCA2	0.0
protein_coding	ABCA3	SGI75460104	48	ABCA3	0.00756	ABCA3	0.015346
protein_coding	ABCA4	SGI75460104	50	ABCA4	0.0	ABCA4	0.0
protein_coding	ABCA5	SGI75460104	51	ABCA5	0.011901	ABCA5	0.013779
protein_coding	ABCA6	SGI75460104	52	ABCA6	0.00441	ABCA6	0.006326
protein_coding	ABCA7	SGI75460104	53	ABCA7	0.215569	ABCA7	0.309694
protein_coding	ABCA8	SGI75460104	54	ABCA8	0.0	ABCA8	0.0
protein_coding	ABCA9	SGI75460104	55	ABCA9	0.0	ABCA9	0.0
protein_coding	ABCB1	SGI75460104	57	ABCB1	0.001414	ABCB1	0.008808
protein_coding	ABCB10	SGI75460104	58	ABCB10	0.629847	ABCB10	1.022158
protein_coding	ABCB11	SGI75460104	62	ABCB11	0.0	ABCB11	0.0
protein_coding	ABCB4	SGI75460104	63	ABCB4	0.04533	ABCB4	0.057002
protein_coding	ABCB5	SGI75460104	64	ABCB5	0.000236	ABCB5	0.001533
protein_coding	ABCB6	SGI75460104	65	ABCB6	0.029077	ABCB6	0.008897
protein_coding	ABCB7	SGI75460104	66	ABCB7	0.132389	ABCB7	0.231546
protein_coding	ABCB8	SGI75460104	67	ABCB8	0.019533	ABCB8	0.017025
protein_coding	ABCB9	SGI75460104	68	ABCB9	0.0	ABCB9	0.0
protein_coding	ABCC1	SGI75460104	69	ABCC1	0.054306	ABCC1	0.127746
protein_coding	ABCC10	SGI75460104	70	ABCC10	0.065817	ABCC10	0.095926
protein_coding	ABCC11	SGI75460104	71	ABCC11	0.0	ABCC11	0.0
protein_coding	ABCC12	SGI75460104	72	ABCC12	0.000382	ABCC12	0.000714
protein_coding	ABCC2	SGI75460104	74	ABCC2	0.003715	ABCC2	0.0
protein_coding	ABCC3	SGI75460104	75	ABCC3	0.163897	ABCC3	0.130798
protein_coding	ABCC4	SGI75460104	76	ABCC4	1.116799	ABCC4	1.574666
protein_coding	ABCC5	SGI75460104	77	ABCC5	0.095041	ABCC5	0.065405
protein_coding	ABCC6	SGI75460104	79	ABCC6	0.0	ABCC6	0.0
protein_coding	ABCC8	SGI75460104	82	ABCC8	0.000167	ABCC8	0.005269
protein_coding	ABCC9	SGI75460104	83	ABCC9	0.0	ABCC9	0.0
protein_coding	ABCD1	SGI75460104	84	ABCD1	0.0	ABCD1	0.0
protein_coding	ABCD2	SGI75460104	90	ABCD2	0.089428	ABCD2	0.124552
protein_coding	ABCD3	SGI75460104	91	ABCD3	0.111499	ABCD3	0.106088
protein_coding	ABCD4	SGI75460104	92	ABCD4	0.039864	ABCD4	0.0
protein_coding	ABCE1	SGI75460104	93	ABCE1	0.392772	ABCE1	0.7069230000000001
protein_coding	ABCF1	SGI75460104	94	ABCF1	0.004456	ABCF1	0.218791
protein_coding	ABCF2	SGI75460104	95	ABCF2	0.127148	ABCF2	0.147707
protein_coding	ABCF2-H2BK1	SGI75460104	96	ABCF2-H2BK1	0.002458	ABCF2-H2BK1	0.003968
protein_coding	ABCF3	SGI75460104	99	ABCF3	0.142055	ABCF3	0.164976
protein_coding	ABCG1	SGI75460104	100	ABCG1	0.015047	ABCG1	0.020955
protein_coding	ABCG2	SGI75460104	101	ABCG2	0.082628	ABCG2	0.117284
protein_coding	ABCG4	SGI75460104	102	ABCG4	0.0	ABCG4	0.0
protein_coding	ABCG5	SGI75460104	103	ABCG5	0.0	ABCG5	0.0
protein_coding	ABCG8	SGI75460104	104	ABCG8	6.3e-05	ABCG8	0.00046
protein_coding	ABHD1	SGI75460104	105	ABHD1	0.0	ABHD1	0.0
protein_coding	ABHD10	SGI75460104	106	ABHD10	0.111248	ABHD10	0.168761
protein_coding	ABHD11	SGI75460104	107	ABHD11	0.035605	ABHD11	0.045861
protein_coding	ABHD12	SGI75460104	109	ABHD12	0.070686	ABHD12	0.09912
protein_coding	ABHD12B	SGI75460104	110	ABHD12B	0.0	ABHD12B	0.0
protein_coding	ABHD13	SGI75460104	111	ABHD13	0.049008	ABHD13	0.070764
protein_coding	ABHD14A	SGI75460104	112	ABHD14A	0.0	ABHD14A	0.004842
protein_coding	ABHD14A-ACY1	SGI75460104	113	ABHD14A-ACY1	0.0	ABHD14A-ACY1	0.025536
protein_coding	ABHD14B	SGI75460104	114	ABHD14B	0.532214	ABHD14B	0.849735
protein_coding	ABHD15	SGI75460104	115	ABHD15	0.06626	ABHD15	0.16068
protein_coding	ABHD16A	SGI75460104	116	ABHD16A	0.005866	ABHD16A	0.132766
protein_coding	ABHD16B	SGI75460104	117	ABHD16B	0.0	ABHD16B	0.0
protein_coding	ABHD17A	SGI75460104	118	ABHD17A	0.413864	ABHD17A	0.549334
protein_coding	ABHD17B	SGI75460104	127	ABHD17B	0.319887	ABHD17B	0.5056039999999999
protein_coding	ABHD17C	SGI75460104	128	ABHD17C	0.00099	ABHD17C	0.005692
protein_coding	ABHD18	SGI75460104	129	ABHD18	0.233066	ABHD18	0.272076
protein_coding	ABHD2	SGI75460104	130	ABHD2	0.331628	ABHD2	0.492211
protein_coding	ABHD3	SGI75460104	131	ABHD3	0.185916	ABHD3	0.259294
protein_coding	ABHD4	SGI75460104	132	ABHD4	0.111254	ABHD4	0.183842
protein_coding	ABHD5	SGI75460104	133	ABHD5	0.326029	ABHD5	0.415343
protein_coding	ABHD6	SGI75460104	134	ABHD6	0.088213	ABHD6	0.130388
protein_coding	ABHD8	SGI75460104	135	ABHD8	0.026765	ABHD8	0.041575
protein_coding	ABI1	SGI75460104	136	ABI1	1.904436	ABI1	2.578157
protein_coding	ABI2	SGI75460104	138	ABI2	0.182671	ABI2	0.261349
protein_coding	ABI3	SGI75460104	139	ABI3	0.674921	ABI3	1.048409
protein_coding	ABI3BP	SGI75460104	140	ABI3BP	0.0	ABI3BP	0.0
protein_coding	ABITRAM	SGI75460104	141	ABITRAM	0.162859	ABITRAM	0.233724
protein_coding	ABL1	SGI75460104	143	ABL1	0.008183	ABL1	0.024752
protein_coding	ABL2	SGI75460104	144	ABL2	0.044285	ABL2	0.058513
protein_coding	ABLIM1	SGI75460104	145	ABLIM1	0.854372	ABLIM1	1.466466
protein_coding	ABLIM2	SGI75460104	146	ABLIM2	0.0	ABLIM2	0.0
protein_coding	ABLIM3	SGI75460104	147	ABLIM3	1.007707	ABLIM3	1.446278
protein_coding	ABO	SGI75460104	148	ABO	0.061909	ABO	0.045959
protein_coding	ABR	SGI75460104	149	ABR	0.079798	ABR	0.125374
protein_coding	ABRA	SGI75460104	150	ABRA	0.00218	ABRA	0.003037
protein_coding	ABRACL	SGI75460104	151	ABRACL	2.570832	ABRACL	3.667589
protein_coding	ABRAXAS1	SGI75460104	152	ABRAXAS1	0.22162	ABRAXAS1	0.39218
protein_coding	ABRAXAS2	SGI75460104	153	ABRAXAS2	0.314335	ABRAXAS2	0.449209
protein_coding	ABT1	SGI75460104	154	ABT1	0.055387	ABT1	0.066941
protein_coding	ABTB1	SGI75460104	156	ABTB1	2.123987	ABTB1	3.004166
protein_coding	ABTB2	SGI75460104	157	ABTB2	0.001889	ABTB2	0.006046
protein_coding	ACAA1	SGI75460104	158	ACAA1	0.554716	ACAA1	0.831085
protein_coding	ACAA2	SGI75460104	159	ACAA2	0.306938	ACAA2	0.321238
protein_coding	ACACA	SGI75460104	161	ACACA	0.020477	ACACA	0.031939
protein_coding	ACACB	SGI75460104	162	ACACB	0.010374	ACACB	0.0
protein_coding	ACAD10	SGI75460104	163	ACAD10	0.004036	ACAD10	0.006605
protein_coding	ACAD11	SGI75460104	164	ACAD11	0.005467	ACAD11	0.019198
protein_coding	ACAD8	SGI75460104	165	ACAD8	0.127176	ACAD8	0.141178
protein_coding	ACAD9	SGI75460104	166	ACAD9	0.130589	ACAD9	0.174922
protein_coding	ACADL	SGI75460104	167	ACADL	0.0	ACADL	0.0
protein_coding	ACADM	SGI75460104	168	ACADM	0.230244	ACADM	0.999787
protein_coding	ACADS	SGI75460104	169	ACADS	0.049166	ACADS	0.072889
protein_coding	ACADSB	SGI75460104	170	ACADSB	0.01873	ACADSB	0.082719
protein_coding	ACADVL	SGI75460104	171	ACADVL	0.800372	ACADVL	1.20249
protein_coding	ACAN	SGI75460104	172	ACAN	0.0	ACAN	0.0
protein_coding	ACAP1	SGI75460104	173	ACAP1	0.0	ACAP1	0.483311
protein_coding	ACAP2	SGI75460104	174	ACAP2	0.821651	ACAP2	1.180247
protein_coding	ACAP3	SGI75460104	175	ACAP3	0.035917	ACAP3	0.040019
protein_coding	ACAT1	SGI75460104	176	ACAT1	0.092474	ACAT1	0.17782
protein_coding	ACAT2	SGI75460104	177	ACAT2	0.015892	ACAT2	0.035695
protein_coding	ACBD3	SGI75460104	178	ACBD3	0.3862279999999999	ACBD3	0.7028099999999999
protein_coding	ACBD4	SGI75460104	180	ACBD4	0.022048	ACBD4	0.014124
protein_coding	ACBD5	SGI75460104	181	ACBD5	0.117238	ACBD5	0.160218
protein_coding	ACBD6	SGI75460104	182	ACBD6	0.803124	ACBD6	1.099529
protein_coding	ACBD7	SGI75460104	183	ACBD7	0.002232	ACBD7	0.003353
protein_coding	ACCS	SGI75460104	185	ACCS	0.05431	ACCS	0.081457
protein_coding	ACCSL	SGI75460104	186	ACCSL	0.0	ACCSL	0.0
protein_coding	ACD	SGI75460104	187	ACD	0.061633	ACD	0.047364
protein_coding	ACE	SGI75460104	188	ACE	0.017675	ACE	0.026179
