Gene type	Gene Name	fr	rf	star
protein_coding	A1BG	0.06039	0.060828	0.073864
protein_coding	A1CF	0.0	0.0	0.0
protein_coding	A2M	0.716518	0.721706	0.949548
protein_coding	A2ML1	0.0	0.0	0.0
protein_coding	A3GALT2	0.000343	0.000629	0.017664
protein_coding	A4GALT	0.419837	0.422877	0.512769
protein_coding	A4GNT	0.0	0.0	0.0
protein_coding	AAAS	0.022024	0.017913	0.065039
protein_coding	AACS	0.0	0.0	0.0
protein_coding	AADAC	0.0	0.0	0.0
protein_coding	AADACL2	0.0	0.0	0.0
protein_coding	AADACL3	0.016104	0.016184	0.031465
protein_coding	AADACL4	0.053812	0.054202	0.065819
protein_coding	AADAT	0.0	0.0	0.0
protein_coding	AAGAB	0.352363	0.354914	0.786304
protein_coding	AAK1	0.043202	0.043581	0.049384
protein_coding	AAMDC	0.143127	0.159327	0.197668
protein_coding	AAMP	1.10601	1.114019	1.339712
protein_coding	AANAT	0.50512	0.503141	0.336454
protein_coding	AAR2	0.383393	0.386169	0.468933
protein_coding	AARD	0.005969	0.006013	0.008366
protein_coding	AARS1	0.032691	0.032927	0.0
protein_coding	AARS2	0.0	0.0	0.015597
protein_coding	AARSD1	0.0	0.0	0.0
protein_coding	AASDH	0.154892	0.156013	0.18945
protein_coding	AASDHPPT	0.198946	0.200386	0.246967
protein_coding	AASS	0.0	0.0	0.0
protein_coding	AATF	0.0	0.0	1.307308
protein_coding	AATK	0.004781	0.004816	0.013743
protein_coding	ABAT	0.072017	0.072539	0.214514
protein_coding	ABCA1	0.004414	0.004446	0.010804
protein_coding	ABCA10	0.003623	0.003582	0.007497
protein_coding	ABCA12	0.0	0.0	0.0
protein_coding	ABCA13	0.030295	0.030515	0.060156
protein_coding	ABCA2	0.0	0.0	0.0
protein_coding	ABCA3	0.010637	0.010462	0.128206
protein_coding	ABCA4	0.0	0.0	0.0
protein_coding	ABCA5	0.005044	0.004416	0.01636
protein_coding	ABCA6	0.204285	0.205764	0.249864
protein_coding	ABCA7	0.0	0.0	0.0
protein_coding	ABCA8	0.0	0.0	0.04221
protein_coding	ABCA9	0.003879	0.003907	0.007353
protein_coding	ABCB1	0.010975	0.012173	0.111309
protein_coding	ABCB10	3.874864	4.108401	5.687263
protein_coding	ABCB11	0.0	0.0	0.0
protein_coding	ABCB4	0.0	0.0	0.0
protein_coding	ABCB5	0.028502	0.02879	0.039293
protein_coding	ABCB6	0.151222	0.152317	0.257081
