Gene Name	fr	rf	star
A1BG	0.008899	0.008941	0.010152
A1BG-AS1	0	0	0
A1CF	0.007887	0.007925	0.008075
A2M	0.770282	0.773976	0.777263
A2M-AS1	0.010691	0.010742	0.010446
A2ML1	0	0	0
A2MP1	0	0	0.004405
A3GALT2	0.00389	0.003909	0.001962
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0
AAAS	0	0	0
AACS	0	0	0
AACSP1	0	0	0.000343
AADAC	0	0	0
AADACL2	6.30E-05	6.40E-05	0
AADACL2-AS1	0.004319	0.004363	0.00465
AADACL3	0	0	0.001852
AADACL4	0	0	0
AADACP1	0	0	0.009928
AADAT	0	0	0
AAGAB	0.202725	0.201052	0.197258
AAK1	0.015728	0.015684	0.015678
AAMDC	0	0	0
AAMP	0.1733	0.175237	0.170638
AANAT	0	0	0.005917
AAR2	0.029356	0.029497	0.028685
AARD	0.001816	0.002347	0.001026
AARS1	0.057257	0.057531	0.055948
AARS1P1	0	0	0
AARS2	0.048633	0.048866	0.049657
AARSD1	0.009903	0.005525	0.002537
AARSD1P1	0	0	0
AASDH	0.126304	0.126909	0.151512
AASDHPPT	0.007516	0.007552	0.007344
AASS	0	0	0
AATBC	0	0	0
AATF	0.105067	0.10557	0.205236
AATK	0.022134	0.022248	0.008751
ABALON	0	0	0
ABAT	0.079278	0.079658	0.077466
ABCA1	0.001431	0.001458	0.001095
ABCA10	0.000841	0.00078	0.000565
ABCA11P	0.021401	0.020756	0.020394
ABCA12	0	0	0
ABCA13	0	0	0
ABCA17P	0.000819	0.000792	0.001161
ABCA2	0.002772	0.002786	0
ABCA3	0.000482	0.000283	0.000687
ABCA3P1	0.00393	0.003949	0
ABCA4	0	0	0
ABCA5	0.016367	0.016385	0.008657
ABCA6	0.087553	0.087973	0.093443
ABCA7	0	0	0
ABCA8	0	0	0.002284
ABCA9	0	0	0
ABCA9-AS1	0.002987	0.002921	0.002841
ABCB1	0.001384	0.001474	0.001731
ABCB10	0.396331	0.355395	0.447974
ABCB10P1	0.004154	0.003356	0
ABCB10P3	0.00664	0.005363	0
ABCB10P4	0	0.009845	0
ABCB11	0	0	0
ABCB4	0.163306	0.164089	0.161294
ABCB5	0.002077	0.00207	0.001838
ABCB6	0.042277	0.04248	0.008875
ABCB7	0.037475	0.037393	0.067592
ABCB8	0.002719	0.002732	0.001805
ABCB9	0	0	0
ABCC1	0	0	0
ABCC10	0.001165	0.001171	0
ABCC11	0.005411	0.005437	0
ABCC12	0.000266	0	0.000362
ABCC13	0.014532	0.015443	0.24071
ABCC2	0	0	0
ABCC3	0.019194	0.019239	0.002091
ABCC4	0.4863	0.488632	0.507961
ABCC5	0.003351	0.003367	0.004829
ABCC5-AS1	0	0	0.001307
ABCC6	0	0	0
ABCC6P1	0.000273	0.000707	0
ABCC6P2	0	0	0
ABCC8	0.002465	0.002659	0.002415
ABCC9	0.034801	0.034968	0.030605
ABCD1	0	0	0
ABCD1P1	0	0	0
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0	0	0
ABCD1P5	0	0	0
ABCD2	0.026118	0.026244	0
ABCD3	0.165255	0.166048	0.169553
ABCD4	0.199236	0.200191	0.205038
ABCE1	0.029858	0.030002	0.152784
ABCF1	0.008463	0.008588	0.312234
ABCF2	0.012097	0.012155	0.001288
ABCF2-H2BK1	0.00079	0.000794	0.000965
ABCF2P1	0.004658	0.00468	0
ABCF2P2	0	0	0
ABCF3	0.171722	0.172546	0.172525
ABCG1	0	0	0.002254
ABCG2	0.08933	0.089759	0.088487
ABCG4	0	0	0
ABCG5	0	0	0
ABCG8	0.009359	0.009308	0.009752
ABHD1	0	0	0
ABHD10	0.022072	0.022178	0.022221
ABHD11	0	0	0
ABHD11-AS1	0	0	0
ABHD12	0.199553	0.20051	0.196587
ABHD12B	0	0	0
ABHD13	0.067034	0.067355	0.065502
ABHD14A	0	0	0
ABHD14A-ACY1	0	0	0.000387
ABHD14B	0.068532	0.068861	0.260086
ABHD15	0.006004	0.006033	0.005867
ABHD16A	0.001475	0.001617	0.071823
ABHD16B	0	0	0.015194
ABHD17A	0.274685	0.307222	0.322089
ABHD17AP1	0.010629	0.00534	0
ABHD17AP3	0.010241	0.01029	0.009173
ABHD17AP4	0	0	0
ABHD17AP5	0	0	0
ABHD17AP6	0.008747	0	0
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	0.154736	0.155478	0.1512
ABHD17C	0.0012	0.001258	0.000227
ABHD18	0.005111	0.005047	0.004429
ABHD2	0.217779	0.218823	0.212477
ABHD3	0.017139	0.017222	0.02849
ABHD4	0.000307	0.000952	0.000906
ABHD5	0.670553	0.673768	0.664522
ABHD6	0	0	0
ABHD8	0.000619	0	0.002939
ABI1	0.452729	0.4549	0.450908
ABI1P1	0.016073	0	0
ABI2	0.097163	0.097629	0.095092
ABI3	0.363402	0.365145	0.355097
ABI3BP	0	0	0.001971
ABITRAM	0.121955	0.12254	0.119168
ABITRAMP1	0	0	0
ABL1	0.003236	0.003204	0.003538
ABL2	0.011631	0.011687	0.007145
ABLIM1	0.188634	0.189538	0.206966
ABLIM2	0	0	0.001363
ABLIM3	0.351898	0.353586	0.365572
ABO	0.001769	0.001777	0.000252
ABR	0.060845	0.061136	0.256352
ABRA	0	0	0
ABRACL	2.112636	2.122767	2.064354
ABRAXAS1	0.281814	0.283166	0.293646
ABRAXAS2	0.22671	0.227797	0.224172
ABT1	0.072777	0.073126	0
ABT1P1	0	0	0
ABTB1	0.629359	0.632377	0.679809
ABTB2	0.000229	0.000201	0.000783
ACAA1	0	0	0
ACAA2	0.096034	0.096531	0.077776
ACAA2P1	0	0	0
ACACA	0.007069	0.007103	0.026652
ACACB	0.011286	0.01134	0.010653
ACAD10	0.004107	0.004155	0.00327
ACAD11	0	0	0.00674
ACAD8	0	0	0
ACAD9	0.002288	0.002299	0
ACADL	0	0	0
ACADM	0.212974	0.214231	0.130838
ACADS	0.006302	0.006287	0.007986
ACADSB	0.020032	0.020007	0.073112
ACADVL	0.192693	0.193617	0.188289
ACAN	0	0	0
ACAP1	0	0	0.030367
ACAP2	1.035053	1.039209	0.953108
ACAP3	0	0	0
ACAT1	0.221644	0.135028	0.30861
ACAT2	0.000269	0.000271	0.00397
ACBD3	0.038409	0.038482	0.03659
ACBD3-AS1	0.000115	0.000115	0
ACBD4	0	0	0
ACBD5	0.314003	0.315509	0.313339
ACBD6	0.302859	0.304311	0.317236
ACBD7	0.038824	0.03901	0.03917
ACBD7-DCLRE1CP1	0	0	0
ACCS	0	0	0
ACCSL	0	0	0
ACD	0	0	0
ACE	0	0	0
ACE2	0.00024	0.000314	0.000165
ACE3P	0.000419	0	0
ACER1	0	0	0
ACER2	0	0	0
ACER2P1	0	0	0
ACER3	0.055255	0.05552	0.056604
ACHE	0.004368	0.004389	0.004937
ACIN1	0.347274	0.348939	0.344469
ACKR1	0.922228	0.92665	0.901152
ACKR2	0.000136	0.000191	0.000365
ACKR3	0	0	0
ACKR4	0.023349	0.023461	0
ACKR4P1	0.031534	0.031685	0
ACLY	0.183162	0.184041	0.184519
ACMSD	0	0	0
ACNATP	0	0	0
ACO1	0	0	0
ACO2	0.002187	0.002198	0.009566
ACOD1	0	0	0
ACOT1	0	0	0
