Gene Name	fr	rf	star
A1BG	0.59202453	0.592973782	0.905758131
A1BG-AS1	0	0	0
A1CF	0.59202453	0.592973782	0.905758131
A2M	29.00920196	29.05571534	38.19280119
A2M-AS1	0.355214718	0.355784269	0.452879065
A2ML1	0	0	0
A2MP1	0	0	0.301919377
A3GALT2	0.473619624	0.474379026	0.301919377
A4GALT	0	0	0
A4GNT	0	0	0
AA06	0	0	0
AAAS	0	0	0
AACS	0	0	0
AACSP1	0	0	0.301919377
AADAC	0	0	0
AADACL2	0.118404906	0.118594756	0
AADACL2-AS1	6.038650203	6.166927338	8.604702243
AADACL3	0	0	0.301919377
AADACL4	0	0	0
AADACP1	0	0	1.509596885
AADAT	0	0	0
AAGAB	5.328220767	5.218169286	6.793185982
AAK1	10.65644153	10.43633857	12.07677508
AAMDC	0	0	0
AAMP	2.604907931	2.727679399	3.321113147
AANAT	0	0	1.056717819
AAR2	0.710429436	0.711568539	0.905758131
AARD	0.118404906	0.118594756	0.150959688
AARS1	1.657668683	1.660326591	2.113435639
AARS1P1	0	0	0
AARS2	1.894478495	1.897516104	2.566314704
AARSD1	1.184049059	0.711568539	0.452879065
AARSD1P1	0	0	0
AASDH	3.78895699	3.795032208	5.887427851
AASDHPPT	1.302453965	1.304542321	1.660556573
AASS	0	0	0
AATBC	0	0	0
AATF	1.776073589	1.778921347	4.377830966
AATK	8.643558134	8.657417224	4.377830966
ABALON	0	0	0
ABAT	3.433742272	3.439247938	4.377830966
ABCA1	1.776073589	1.778921347	1.811516262
ABCA10	0.710429436	0.711568539	0.603838754
ABCA11P	8.288343416	8.064443442	10.26525882
ABCA12	0	0	0
ABCA13	0	0	0
ABCA17P	0.59202453	0.592973782	1.056717819
ABCA2	0.236809812	0.237189513	0
ABCA3	0.355214718	0.237189513	0.603838754
ABCA3P1	0.118404906	0.118594756	0
ABCA4	0	0	0
ABCA5	4.617791332	4.506600747	1.660556573
ABCA6	3.78895699	3.795032208	5.132629408
ABCA7	0	0	0
ABCA8	0	0	0.150959688
ABCA9	0	0	0
ABCA9-AS1	0.355214718	0.355784269	0.452879065
ABCB1	2.368098119	2.490489886	3.773992212
ABCB10	12.19570531	10.9107176	17.96420293
ABCB10P1	0.236809812	0.118594756	0
ABCB10P3	0.236809812	0.118594756	0
ABCB10P4	0	0.237189513	0
ABCB11	0	0	0
ABCB4	5.565030579	5.573953555	7.246065047
ABCB5	2.368098119	2.37189513	2.717274393
ABCB6	1.302453965	1.304542321	0.905758131
ABCB7	9.590797381	9.368985763	14.03925103
ABCB8	0.473619624	0.474379026	0.301919377
ABCB9	0	0	0
ABCC1	0	0	0
ABCC10	0.118404906	0.118594756	0
ABCC11	0.355214718	0.355784269	0
ABCC12	0.236809812	0	0.301919377
ABCC13	3.19693246	3.439247938	68.53569857
ABCC2	0	0	0
ABCC3	8.76196304	8.776011981	1.358637196
ABCC4	22.49693213	22.53300373	30.79577645
ABCC5	0.236809812	0.237189513	0.301919377
ABCC5-AS1	0	0	0.150959688
ABCC6	0	0	0
ABCC6P1	0.118404906	0.237189513	0
ABCC6P2	0	0	0
ABCC8	1.657668683	1.778921347	2.113435639
ABCC9	2.486503025	2.490489886	2.868234081
ABCD1	0	0	0
ABCD1P1	0	0	0
ABCD1P2	0	0	0
ABCD1P3	0	0	0
ABCD1P4	0	0	0
ABCD1P5	0	0	0
ABCD2	1.302453965	1.304542321	0
ABCD3	4.736196238	4.74379026	6.340306916
ABCD4	5.091410955	5.099574529	6.793185982
ABCE1	2.486503025	2.490489886	12.07677508
ABCF1	1.420858871	1.423137078	12.52965414
ABCF2	0.710429436	0.711568539	0.301919377
ABCF2-H2BK1	0.236809812	0.237189513	0.301919377
ABCF2P1	0.118404906	0.118594756	0
ABCF2P2	0	0	0
ABCF3	3.433742272	3.439247938	4.528790654
ABCG1	0	0	0.150959688
ABCG2	3.433742272	3.439247938	4.377830966
ABCG4	0	0	0
ABCG5	0	0	0
ABCG8	3.315337366	3.320653182	4.528790654
ABHD1	0	0	0
ABHD10	2.604907931	2.609084643	3.321113147
ABHD11	0	0	0
ABHD11-AS1	0	0	0
ABHD12	3.19693246	3.202058425	4.075911589
ABHD12B	0	0	0
ABHD13	2.841717743	2.846274156	3.623032524
ABHD14A	0	0	0
ABHD14A-ACY1	0	0	0.150959688
ABHD14B	3.315337366	3.320653182	16.45460604
ABHD15	0.355214718	0.355784269	0.452879065
ABHD16A	0.236809812	0.237189513	1.811516262
ABHD16B	0	0	0.301919377
ABHD17A	4.144171708	4.506600747	6.189347228
ABHD17AP1	0.355214718	0.237189513	0
ABHD17AP3	0.355214718	0.355784269	0.452879065
ABHD17AP4	0	0	0
ABHD17AP5	0	0	0
ABHD17AP6	0.355214718	0	0
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	3.78895699	3.795032208	4.830710031
ABHD17C	0.59202453	0.711568539	0.150959688
ABHD18	3.078527554	2.964868912	3.472072835
ABHD2	15.27423287	15.29872359	19.32284013
ABHD3	0.355214718	0.355784269	0.603838754
ABHD4	0.118404906	0.118594756	0.150959688
ABHD5	27.9435578	27.98836253	36.38128492
ABHD6	0	0	0
ABHD8	0.118404906	0	0.452879065
ABI1	13.14294456	13.16401797	17.0584448
ABI1P1	0.59202453	0	0
ABI2	5.209815861	5.218169286	6.642226293
ABI3	4.736196238	4.74379026	6.038387539
ABI3BP	0	0	0.150959688
ABITRAM	1.894478495	1.897516104	2.415355016
ABITRAMP1	0	0	0
ABL1	4.499386426	4.506600747	6.491266605
ABL2	1.184049059	1.185947565	0.905758131
ABLIM1	11.9588955	11.97807041	17.0584448
