Gene type	Gene Name	fr	rf	star
protein_coding	A1BG	5	5	6
protein_coding	A1CF	5	5	6
protein_coding	A2M	245	245	253
protein_coding	A2ML1	0	0	0
protein_coding	A3GALT2	4	4	2
protein_coding	A4GALT	0	0	0
protein_coding	A4GNT	0	0	0
protein_coding	AAAS	0	0	0
protein_coding	AACS	0	0	0
protein_coding	AADAC	0	0	0
protein_coding	AADACL2	1	1	0
protein_coding	AADACL3	0	0	2
protein_coding	AADACL4	0	0	0
protein_coding	AADAT	0	0	0
protein_coding	AAGAB	45	44	45
protein_coding	AAK1	90	88	80
protein_coding	AAMDC	0	0	0
protein_coding	AAMP	22	23	22
protein_coding	AANAT	0	0	7
protein_coding	AAR2	6	6	6
protein_coding	AARD	1	1	1
protein_coding	AARS1	14	14	14
protein_coding	AARS2	16	16	17
protein_coding	AARSD1	10	6	3
protein_coding	AASDH	32	32	39
protein_coding	AASDHPPT	11	11	11
protein_coding	AASS	0	0	0
protein_coding	AATF	15	15	29
protein_coding	AATK	73	73	29
protein_coding	ABAT	29	29	29
protein_coding	ABCA1	15	15	12
protein_coding	ABCA10	6	6	4
protein_coding	ABCA12	0	0	0
protein_coding	ABCA13	0	0	0
protein_coding	ABCA2	2	2	0
protein_coding	ABCA3	3	2	4
protein_coding	ABCA4	0	0	0
protein_coding	ABCA5	39	38	11
protein_coding	ABCA6	32	32	34
protein_coding	ABCA7	0	0	0
protein_coding	ABCA8	0	0	1
protein_coding	ABCA9	0	0	0
protein_coding	ABCB1	20	21	25
protein_coding	ABCB10	103	92	119
protein_coding	ABCB11	0	0	0
protein_coding	ABCB4	47	47	48
protein_coding	ABCB5	20	20	18
protein_coding	ABCB6	11	11	6
protein_coding	ABCB7	81	79	93
protein_coding	ABCB8	4	4	2
protein_coding	ABCB9	0	0	0
protein_coding	ABCC1	0	0	0
protein_coding	ABCC10	1	1	0
protein_coding	ABCC11	3	3	0
protein_coding	ABCC12	2	0	2
protein_coding	ABCC2	0	0	0
protein_coding	ABCC3	74	74	9
protein_coding	ABCC4	190	190	204
protein_coding	ABCC5	2	2	2
protein_coding	ABCC6	0	0	0
protein_coding	ABCC8	14	15	14
protein_coding	ABCC9	21	21	19
protein_coding	ABCD1	0	0	0
protein_coding	ABCD2	11	11	0
protein_coding	ABCD3	40	40	42
protein_coding	ABCD4	43	43	45
protein_coding	ABCE1	21	21	80
protein_coding	ABCF1	12	12	83
protein_coding	ABCF2	6	6	2
protein_coding	ABCF2-H2BK1	2	2	2
protein_coding	ABCF3	29	29	30
protein_coding	ABCG1	0	0	1
protein_coding	ABCG2	29	29	29
protein_coding	ABCG4	0	0	0
protein_coding	ABCG5	0	0	0
protein_coding	ABCG8	28	28	30
protein_coding	ABHD1	0	0	0
protein_coding	ABHD10	22	22	22
protein_coding	ABHD11	0	0	0
protein_coding	ABHD12	27	27	27
protein_coding	ABHD12B	0	0	0
protein_coding	ABHD13	24	24	24
protein_coding	ABHD14A	0	0	0
protein_coding	ABHD14A-ACY1	0	0	1
protein_coding	ABHD14B	28	28	109
protein_coding	ABHD15	3	3	3
protein_coding	ABHD16A	2	2	12
protein_coding	ABHD16B	0	0	2
protein_coding	ABHD17A	35	38	41
protein_coding	ABHD17B	32	32	32
protein_coding	ABHD17C	5	6	1
protein_coding	ABHD18	26	25	23
protein_coding	ABHD2	129	129	128
protein_coding	ABHD3	3	3	4
protein_coding	ABHD4	1	1	1
protein_coding	ABHD5	236	236	241
protein_coding	ABHD6	0	0	0
protein_coding	ABHD8	1	0	3
protein_coding	ABI1	111	111	113
protein_coding	ABI2	44	44	44
protein_coding	ABI3	40	40	40
protein_coding	ABI3BP	0	0	1
protein_coding	ABITRAM	16	16	16
protein_coding	ABL1	38	38	43
protein_coding	ABL2	10	10	6
protein_coding	ABLIM1	101	101	113
protein_coding	ABLIM2	0	0	1
protein_coding	ABLIM3	98	98	104
protein_coding	ABO	3	3	1
protein_coding	ABR	20	20	96
protein_coding	ABRA	0	0	0
protein_coding	ABRACL	111	111	111
protein_coding	ABRAXAS1	80	80	85
protein_coding	ABRAXAS2	45	45	46
protein_coding	ABT1	19	19	0
protein_coding	ABTB1	83	83	92
protein_coding	ABTB2	4	3	12
protein_coding	ACAA1	0	0	0
protein_coding	ACAA2	201	202	167
protein_coding	ACACA	6	6	20
protein_coding	ACACB	8	8	7
protein_coding	ACAD10	20	20	16
protein_coding	ACAD11	0	0	47
protein_coding	ACAD8	0	0	0
protein_coding	ACAD9	1	1	0
protein_coding	ACADL	0	0	0
protein_coding	ACADM	47	48	41
protein_coding	ACADS	6	6	8
protein_coding	ACADSB	66	66	57
protein_coding	ACADVL	30	30	30
protein_coding	ACAN	0	0	0
protein_coding	ACAP1	0	0	6
protein_coding	ACAP2	490	490	462
protein_coding	ACAP3	0	0	0
protein_coding	ACAT1	61	53	41
protein_coding	ACAT2	1	1	5
protein_coding	ACBD3	108	108	106
protein_coding	ACBD4	0	0	0
protein_coding	ACBD5	90	90	92
protein_coding	ACBD6	27	27	29
protein_coding	ACBD7	35	35	36
protein_coding	ACCS	0	0	0
protein_coding	ACCSL	0	0	0
protein_coding	ACD	0	0	0
protein_coding	ACE	0	0	0
protein_coding	ACE2	2	2	2
protein_coding	ACER1	0	0	0
protein_coding	ACER2	0	0	0
protein_coding	ACER3	28	28	29
protein_coding	ACHE	3	3	3
