Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
tRNA	TRA-AGC1-1	SGI75460103	3858	TRA-AGC1-1	9	0.6477459592167628	TRA-AGC1-1	0	0.0
tRNA	TRA-AGC10-1	SGI75460103	3857	TRA-AGC10-1	0	0.0	TRA-AGC10-1	0	0.0
tRNA	TRA-AGC11-1	SGI75460103	3856	TRA-AGC11-1	21	1.5114072381724466	TRA-AGC11-1	36	2.6592677957277533
tRNA	TRA-AGC12-1	SGI75460103	3855	TRA-AGC12-1	0	0.0	TRA-AGC12-1	0	0.0
tRNA	TRA-AGC12-3	SGI75460103	3854	TRA-AGC12-3	0	0.0	TRA-AGC12-3	0	0.0
tRNA	TRA-AGC13-2	SGI75460103	3853	TRA-AGC13-2	0	0.0	TRA-AGC13-2	0	0.0
tRNA	TRA-AGC14-1	SGI75460103	3852	TRA-AGC14-1	0	0.0	TRA-AGC14-1	0	0.0
tRNA	TRA-AGC14-2	SGI75460103	3851	TRA-AGC14-2	0	0.0	TRA-AGC14-2	0	0.0
tRNA	TRA-AGC15-1	SGI75460103	3850	TRA-AGC15-1	0	0.0	TRA-AGC15-1	5	0.3693427494066324
tRNA	TRA-AGC2-1	SGI75460103	3849	TRA-AGC2-1	38	2.734927383359665	TRA-AGC2-1	0	0.0
tRNA	TRA-AGC2-2	SGI75460103	3848	TRA-AGC2-2	282	20.29604005545857	TRA-AGC2-2	0	0.0
tRNA	TRA-AGC24-1	SGI75460103	3846	TRA-AGC24-1	0	0.0	TRA-AGC24-1	0	0.0
tRNA	TRA-AGC3-1	SGI75460103	3845	TRA-AGC3-1	6	0.4318306394778419	TRA-AGC3-1	0	0.0
tRNA	TRA-AGC4-1	SGI75460103	3844	TRA-AGC4-1	138	9.932104707990364	TRA-AGC4-1	0	0.0
tRNA	TRA-AGC5-1	SGI75460103	3843	TRA-AGC5-1	1	0.0719717732463069	TRA-AGC5-1	0	0.0
tRNA	TRA-AGC6-1	SGI75460103	3842	TRA-AGC6-1	2	0.1439435464926139	TRA-AGC6-1	0	0.0
tRNA	TRA-AGC7-1	SGI75460103	3841	TRA-AGC7-1	11	0.7916895057093769	TRA-AGC7-1	0	0.0
tRNA	TRA-AGC8-1	SGI75460103	3840	TRA-AGC8-1	261	18.784632817286123	TRA-AGC8-1	284	20.97866816629672
tRNA	TRA-AGC8-2	SGI75460103	3839	TRA-AGC8-2	22	1.5833790114187538	TRA-AGC8-2	24	1.7728451971518355
tRNA	TRA-AGC9-1	SGI75460103	3838	TRA-AGC9-1	1	0.0719717732463069	TRA-AGC9-1	0	0.0
tRNA	TRA-CGC1-1	SGI75460103	3837	TRA-CGC1-1	203	14.61026996900032	TRA-CGC1-1	0	0.0
tRNA	TRA-CGC2-1	SGI75460103	3836	TRA-CGC2-1	121	8.708584562803145	TRA-CGC2-1	0	0.0
tRNA	TRA-CGC3-1	SGI75460103	3835	TRA-CGC3-1	35	2.5190120636207443	TRA-CGC3-1	55	4.062770243472956
