Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,55,9.284149846178517
ZZEF1,92,15.52985065178952
ZYXP1,0,0.0
ZYX,92,15.52985065178952
ZYG11B,6,1.0128163468558384
ZYG11AP1,0,0.0
ZYG11A,0,0.0
ZXDC,6,1.0128163468558384
ZXDB,4,0.6752108979038922
ZXDA,2,0.3376054489519461
ZWINT,19,3.207251765043488
ZWILCH,16,2.700843591615569
ZW10,0,0.0
ZUP1,12,2.025632693711677
ZSWIM9,0,0.0
ZSWIM8-AS1,8,1.3504217958077844
ZSWIM8,27,4.5576735608512715
ZSWIM7,5,0.8440136223798652
ZSWIM6,37,6.245700805611002
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,0,0.0
ZSWIM4,0,0.0
ZSWIM3,11,1.8568299692357033
ZSWIM2,2,0.3376054489519461
ZSWIM1,3,0.5064081734279192
ZSCAN9,0,0.0
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,0,0.0
ZSCAN5A,33,5.57048990770711
ZSCAN4,0,0.0
ZSCAN32,3,0.5064081734279192
ZSCAN31,0,0.0
ZSCAN30,11,1.8568299692357033
ZSCAN29,46,7.76492532589476
ZSCAN26,0,0.0
ZSCAN25,15,2.5320408671395955
ZSCAN23,0,0.0
ZSCAN22,3,0.5064081734279192
ZSCAN21,0,0.0
ZSCAN20,3,0.5064081734279192
ZSCAN2,0,0.0
ZSCAN18,0,0.0
ZSCAN16-AS1,36,6.076898081135029
ZSCAN16,0,0.0
ZSCAN12P1,0,0.0
ZSCAN12,16,2.700843591615569
ZSCAN10,14,2.3632381426636226
ZSCAN1,0,0.0
ZRSR2P1,1,0.16880272447597305
ZRSR2,15,2.5320408671395955
ZRF1PS,0,0.0
ZRANB3,7,1.1816190713318113
ZRANB2-DT,16,2.700843591615569
ZRANB2-AS1,1,0.16880272447597305
ZRANB2,124,20.931537835020656
ZRANB1,146,24.645197773492065
ZPR1P1,0,0.0
ZPR1,14,2.3632381426636226
ZPLD2P,1,0.16880272447597305
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,0,0.0
ZPAXP,0,0.0
ZP4,19,3.207251765043488
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,12,2.025632693711677
ZP2,0,0.0
ZP1,2,0.3376054489519461
ZNRF4,0,0.0
ZNRF3-AS1,3,0.5064081734279192
ZNRF3,18,3.0384490405675146
ZNRF2P3,0,0.0
ZNRF2P2,0,0.0
ZNRF2P1,0,0.0
ZNRF2,8,1.3504217958077844
ZNRF1,6,1.0128163468558384
ZNRD2-DT,0,0.0
ZNRD2,6,1.0128163468558384
ZNRD1ASP,1,0.16880272447597305
ZNNT1,11,1.8568299692357033
ZNHIT6,56,9.45295257065449
ZNHIT3,20,3.376054489519461
ZNHIT2,9,1.5192245202837573
ZNHIT1P1,0,0.0
ZNHIT1,19,3.207251765043488
ZNFX1,226,38.14941573156991
ZNF99,5,0.8440136223798652
ZNF98,1,0.16880272447597305
ZNF971P,0,0.0
ZNF970P,0,0.0
ZNF969P,0,0.0
ZNF968P,0,0.0
ZNF965P,0,0.0
ZNF962P,1,0.16880272447597305
ZNF93,17,2.8696463160915417
ZNF92P2,0,0.0
ZNF92P1Y,0,0.0
ZNF92,11,1.8568299692357033
ZNF91,155,26.16442229377582
ZNF90P3,0,0.0
ZNF90P2,0,0.0
ZNF90P1,0,0.0
ZNF90,0,0.0
ZNF891,13,2.1944354181876498
ZNF890P,3,0.5064081734279192
ZNF888,24,4.051265387423354
ZNF887P,1,0.16880272447597305
ZNF886P,1,0.16880272447597305
ZNF885P,0,0.0
ZNF884P,0,0.0
ZNF883,2,0.3376054489519461
ZNF880,12,2.025632693711677
ZNF879,5,0.8440136223798652
ZNF878,0,0.0
ZNF877P,0,0.0
ZNF876P,3,0.5064081734279192
ZNF875,0,0.0
ZNF865,4,0.6752108979038922
ZNF863P,0,0.0
ZNF862,27,4.5576735608512715
ZNF861P,0,0.0
ZNF860,0,0.0
ZNF859P,2,0.3376054489519461
ZNF853,19,3.207251765043488
ZNF852,0,0.0
ZNF850,0,0.0
ZNF85,0,0.0
ZNF849P,0,0.0
ZNF848P,0,0.0
ZNF847P,0,0.0
ZNF846,19,3.207251765043488
ZNF845,18,3.0384490405675146
ZNF844,5,0.8440136223798652
ZNF843,11,1.8568299692357033
ZNF841,24,4.051265387423354
ZNF840P,0,0.0
ZNF84-DT,0,0.0
ZNF84,18,3.0384490405675146
ZNF839P1,0,0.0
ZNF839,0,0.0
ZNF837,22,3.7136599384714066
ZNF836,59,9.95936074408241
ZNF835,0,0.0
ZNF833P,0,0.0
ZNF831,3,0.5064081734279192
ZNF830,14,2.3632381426636226
ZNF83,0,0.0
ZNF829,26,4.3888708363752995
ZNF827,9,1.5192245202837573
ZNF826P,0,0.0
ZNF823,0,0.0
ZNF821,0,0.0
ZNF818P,44,7.427319876942813
ZNF816-ZNF321P,36,6.076898081135029
ZNF816,12,2.025632693711677
ZNF815P,36,6.076898081135029
ZNF814,16,2.700843591615569
ZNF813,1,0.16880272447597305
ZNF812P,1,0.16880272447597305
ZNF81,24,4.051265387423354
ZNF808,0,0.0
ZNF807P,0,0.0
ZNF805,1,0.16880272447597305
ZNF804B,57,9.621755295130464
ZNF804A,32,5.401687183231138
ZNF800,160,27.008435916155687
ZNF80,0,0.0
ZNF8-ERVK3-1,0,0.0
ZNF8,0,0.0
ZNF799,0,0.0
ZNF793-AS1,1,0.16880272447597305
ZNF793,3,0.5064081734279192
ZNF792,14,2.3632381426636226
ZNF791,30,5.064081734279191
ZNF790-AS1,22,3.7136599384714066
ZNF790,17,2.8696463160915417
ZNF79,16,2.700843591615569
ZNF789,0,0.0
ZNF788P,0,0.0
ZNF787,3,0.5064081734279192
ZNF786,1,0.16880272447597305
ZNF785,2,0.3376054489519461
ZNF784,1,0.16880272447597305
ZNF783,0,0.0
ZNF782,23,3.88246266294738
ZNF781,9,1.5192245202837573
ZNF780B,0,0.0
ZNF780A,0,0.0
ZNF778,0,0.0
ZNF777,19,3.207251765043488
ZNF776,81,13.673020682553817
ZNF775,0,0.0
ZNF774,2,0.3376054489519461
ZNF773,3,0.5064081734279192
ZNF772,7,1.1816190713318113
ZNF771,0,0.0
ZNF770,140,23.632381426636226
ZNF77,0,0.0
ZNF768,0,0.0
ZNF767P,55,9.284149846178517
ZNF766,27,4.5576735608512715
ZNF765-ZNF761,23,3.88246266294738
ZNF765,7,1.1816190713318113
ZNF764,16,2.700843591615569
ZNF763,7,1.1816190713318113
ZNF761,17,2.8696463160915417
ZNF76,21,3.5448572139954337
ZNF75D,16,2.700843591615569
ZNF75CP,0,0.0
ZNF75BP,21,3.5448572139954337
ZNF75A,31,5.232884458755164
ZNF750,0,0.0
ZNF749,0,0.0
ZNF747,3,0.5064081734279192
ZNF746,74,12.491401611222004
ZNF740,9,1.5192245202837573
ZNF74,12,2.025632693711677
ZNF73P,1,0.16880272447597305
ZNF738,0,0.0
ZNF737,6,1.0128163468558384
ZNF736P9Y,0,0.0
ZNF736P8Y,0,0.0
ZNF736P7Y,1,0.16880272447597305
ZNF736P6Y,0,0.0
ZNF736P5Y,0,0.0
ZNF736P4Y,0,0.0
ZNF736P3Y,0,0.0
ZNF736P2Y,0,0.0
ZNF736P1Y,0,0.0
ZNF736P12Y,0,0.0
ZNF736P11Y,0,0.0
ZNF736P10Y,0,0.0
ZNF736,26,4.3888708363752995
ZNF735,1,0.16880272447597305
ZNF734P,1,0.16880272447597305
ZNF733P,3,0.5064081734279192
ZNF732,1,0.16880272447597305
ZNF731P,0,0.0
ZNF730,0,0.0
ZNF72P,0,0.0
ZNF729,4,0.6752108979038922
ZNF728,0,0.0
ZNF727,0,0.0
ZNF726P1,1,0.16880272447597305
ZNF726,3,0.5064081734279192
ZNF725P,0,0.0
ZNF724,8,1.3504217958077844
ZNF723,0,0.0
ZNF722,0,0.0
ZNF721,66,11.14097981541422
ZNF718,40,6.752108979038922
ZNF717,5,0.8440136223798652
ZNF716,1,0.16880272447597305
ZNF714,8,1.3504217958077844
ZNF713,38,6.414503530086976
ZNF711,0,0.0
ZNF710-AS1,16,2.700843591615569
ZNF710,0,0.0
ZNF71-SMIM17,0,0.0
ZNF71,0,0.0
ZNF70P1,0,0.0
ZNF709,4,0.6752108979038922
ZNF708,43,7.258517152466841
ZNF707,15,2.5320408671395955
ZNF706,34,5.7392926321830835
ZNF705G,2,0.3376054489519461
ZNF705EP,1,0.16880272447597305
ZNF705D,1,0.16880272447597305
ZNF705CP,0,0.0
ZNF705B,0,0.0
ZNF705A,1,0.16880272447597305
ZNF704,0,0.0
ZNF703,29,4.895279009803218
ZNF702P,0,0.0
ZNF701,2,0.3376054489519461
ZNF700,21,3.5448572139954337
ZNF70,2,0.3376054489519461
ZNF7,14,2.3632381426636226
ZNF699,26,4.3888708363752995
ZNF697,0,0.0
ZNF696,0,0.0
ZNF695,0,0.0
ZNF692,0,0.0
ZNF691,0,0.0
ZNF69,0,0.0
ZNF689,22,3.7136599384714066
ZNF688,16,2.700843591615569
ZNF687-AS1,0,0.0
ZNF687,41,6.9209117035148955
ZNF684,1,0.16880272447597305
ZNF683,0,0.0
ZNF682,4,0.6752108979038922
ZNF681,3,0.5064081734279192
ZNF680P1,0,0.0
ZNF680,22,3.7136599384714066
ZNF679,0,0.0
ZNF678,13,2.1944354181876498
ZNF677,6,1.0128163468558384
ZNF676,0,0.0
ZNF675,66,11.14097981541422
ZNF674-AS1,14,2.3632381426636226
