Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,208,9.123309199694983
ZZEF1,167,7.32496459783203
ZYXP1,0,0.0
ZYX,319,13.991998243762978
ZYG11B,157,6.886343963231309
ZYG11AP1,0,0.0
ZYG11A,0,0.0
ZXDC,47,2.061516982623386
ZXDB,45,1.9737928557032416
ZXDA,29,1.271999840342089
ZWINT,0,0.0
ZWILCH,53,2.324689363383818
ZW10,39,1.7106204749428093
ZUP1,56,2.456275553764034
ZSWIM9,15,0.6579309519010805
ZSWIM8-AS1,6,0.2631723807604322
ZSWIM8,86,3.772137457566195
ZSWIM7,49,2.1492411095435298
ZSWIM6,105,4.605516663307564
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,2,0.08772412692014407
ZSWIM4,0,0.0
ZSWIM3,14,0.6140688884410085
ZSWIM2,0,0.0
ZSWIM1,31,1.359723967262233
ZSCAN9,6,0.2631723807604322
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,0,0.0
ZSCAN5A,52,2.2808272999237458
ZSCAN4,0,0.0
ZSCAN32,32,1.4035860307223051
ZSCAN31,0,0.0
ZSCAN30,46,2.0176549191633137
ZSCAN29,68,2.9826203152848985
ZSCAN26,50,2.193103173003602
ZSCAN25,25,1.096551586501801
ZSCAN23,0,0.0
ZSCAN22,16,0.7017930153611526
ZSCAN21,8,0.3508965076805763
ZSCAN20,0,0.0
ZSCAN2,0,0.0
ZSCAN18,57,2.5001376172241057
ZSCAN16-AS1,102,4.473930472927348
ZSCAN16,0,0.0
ZSCAN12P1,0,0.0
ZSCAN12,33,1.447448094182377
ZSCAN10,0,0.0
ZSCAN1,0,0.0
ZRSR2P1,13,0.5702068249809364
ZRSR2,70,3.0703444422050423
ZRF1PS,0,0.0
ZRANB3,43,1.8860687287830975
ZRANB2-DT,21,0.9211033326615127
ZRANB2-AS1,2,0.08772412692014407
ZRANB2,291,12.763860466880963
ZRANB1,511,22.41351442809681
ZPR1P1,0,0.0
ZPR1,75,3.2896547595054026
ZPLD2P,0,0.0
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,0,0.0
ZPAXP,0,0.0
ZP4,14,0.6140688884410085
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,11,0.48248269806079236
ZP2,0,0.0
ZP1,0,0.0
ZNRF4,0,0.0
ZNRF3-AS1,0,0.0
ZNRF3,21,0.9211033326615127
ZNRF2P3,0,0.0
ZNRF2P2,0,0.0
ZNRF2P1,3,0.1315861903802161
ZNRF2,79,3.4651030133456904
ZNRF1,7,0.30703444422050424
ZNRD2-DT,2,0.08772412692014407
ZNRD2,6,0.2631723807604322
ZNRD1ASP,13,0.5702068249809364
ZNNT1,5,0.21931031730036016
ZNHIT6,73,3.201930632585259
ZNHIT3,22,0.9649653961215847
ZNHIT2,27,1.184275713421945
ZNHIT1P1,0,0.0
ZNHIT1,130,5.702068249809365
ZNFX1,363,15.921929036006148
ZNF99,1,0.043862063460072036
ZNF98,1,0.043862063460072036
ZNF971P,0,0.0
ZNF970P,0,0.0
ZNF969P,0,0.0
ZNF968P,0,0.0
ZNF965P,0,0.0
ZNF962P,1,0.043862063460072036
ZNF93,148,6.491585392090662
ZNF92P2,0,0.0
ZNF92P1Y,0,0.0
ZNF92,177,7.7635852324327495
ZNF91,835,36.62482298916015
ZNF90P3,0,0.0
ZNF90P2,0,0.0
ZNF90P1,0,0.0
ZNF90,17,0.7456550788212246
ZNF891,17,0.7456550788212246
ZNF890P,12,0.5263447615208644
ZNF888,18,0.7895171422812967
